time_s,surface_radius_m
17100,0.014355
17160,0.014347333333333333
17220,0.014339666666666665
17280,0.014331999999999999
17340,0.014324333333333333
17400,0.014316666666666667
17460,0.014308999999999999
17520,0.014301333333333333
17580,0.014293666666666666
17640,0.014286
17700,0.014278333333333332
17760,0.014270666666666666
17820,0.014263
17880,0.014255333333333333
17940,0.014247666666666665
18000,0.014239999999999999
18060,0.014230999999999999
18120,0.014221999999999999
18180,0.014213
18240,0.014204
18300,0.014194999999999999
18360,0.014185999999999999
18420,0.014176999999999999
18480,0.014168
18540,0.014159
18600,0.014149999999999999
18660,0.014140999999999999
18720,0.014131999999999999
18780,0.014123
18840,0.014114
18900,0.014104999999999999
18960,0.014095999999999999
19020,0.014086999999999999
19080,0.014078
19140,0.014069
19200,0.01406
19260,0.014050999999999999
19320,0.014041999999999999
19380,0.014033
19440,0.014024
19500,0.014015
19560,0.014005999999999999
19620,0.013996999999999999
19680,0.013988
19740,0.013979
19800,0.01397
19860,0.013962333333333334
19920,0.013954666666666667
19980,0.013946999999999999
20040,0.013939333333333333
20100,0.013931666666666667
20160,0.013924000000000001
20220,0.013916333333333334
20280,0.013908666666666666
20340,0.013901
20400,0.013893333333333334
20460,0.013885666666666668
20520,0.013878000000000001
20580,0.013870333333333333
20640,0.013862666666666667
20700,0.013855000000000001
20760,0.013847333333333335
20820,0.013839666666666669
20880,0.013832000000000001
20940,0.013824333333333334
21000,0.013816666666666668
21060,0.013809000000000002
21120,0.013801333333333336
21180,0.013793666666666668
21240,0.013786000000000001
21300,0.013778333333333335
21360,0.013770666666666669
21420,0.013763000000000003
21480,0.013755333333333335
21540,0.013747666666666668
21600,0.013740000000000002
21660,0.013734000000000001
21720,0.013728000000000002
21780,0.013722000000000002
21840,0.013716000000000002
21900,0.013710000000000002
21960,0.013704000000000003
22020,0.013698000000000002
22080,0.013692000000000001
22140,0.013686000000000002
22200,0.013680000000000001
22260,0.013674000000000002
22320,0.013668000000000001
22380,0.013662000000000002
22440,0.013656000000000001
22500,0.013650000000000002
22560,0.013644000000000002
22620,0.013638000000000001
22680,0.013632000000000002
22740,0.013626000000000001
22800,0.013620000000000002
22860,0.013614000000000001
22920,0.013608000000000002
22980,0.013602000000000001
23040,0.013596
23100,0.013590000000000001
23160,0.013584000000000001
23220,0.013578000000000002
23280,0.013572000000000001
23340,0.013566000000000002
23400,0.013560000000000001
23460,0.013553666666666667
23520,0.013547333333333335
23580,0.013541000000000001
23640,0.013534666666666667
23700,0.013528333333333333
23760,0.013522000000000001
23820,0.013515666666666667
23880,0.013509333333333333
23940,0.013503000000000001
24000,0.013496666666666667
24060,0.013490333333333333
24120,0.013484000000000001
24180,0.013477666666666667
24240,0.013471333333333333
24300,0.013465000000000001
24360,0.013458666666666667
24420,0.013452333333333334
24480,0.013446
24540,0.013439666666666667
24600,0.013433333333333334
24660,0.013427
24720,0.013420666666666668
24780,0.013414333333333334
24840,0.013408
24900,0.013401666666666666
24960,0.013395333333333334
25020,0.013389
25080,0.013382666666666666
25140,0.013376333333333334
25200,0.01337
25260,0.013364666666666667
25320,0.013359333333333332
25380,0.013354
25440,0.013348666666666667
25500,0.013343333333333334
25560,0.013337999999999999
25620,0.013332666666666666
25680,0.013327333333333333
25740,0.013322000000000001
25800,0.013316666666666666
25860,0.013311333333333333
25920,0.013306
25980,0.013300666666666667
26040,0.013295333333333333
26100,0.01329
26160,0.013284666666666667
26220,0.013279333333333332
26280,0.013273999999999999
26340,0.013268666666666666
26400,0.013263333333333334
26460,0.013257999999999999
26520,0.013252666666666666
26580,0.013247333333333333
26640,0.013242
26700,0.013236666666666666
26760,0.013231333333333333
26820,0.013226
26880,0.013220666666666667
26940,0.013215333333333332
27000,0.01321
27060,0.013206666666666667
27120,0.013203333333333333
27180,0.0132
27240,0.013196666666666666
27300,0.013193333333333333
27360,0.01319
27420,0.013186666666666666
27480,0.013183333333333333
27540,0.013179999999999999
27600,0.013176666666666666
27660,0.013173333333333334
27720,0.013169999999999999
27780,0.013166666666666667
27840,0.013163333333333332
27900,0.01316
27960,0.013156666666666667
28020,0.013153333333333333
28080,0.01315
28140,0.013146666666666666
28200,0.013143333333333333
28260,0.013140000000000001
28320,0.013136666666666666
28380,0.013133333333333334
28440,0.013129999999999999
28500,0.013126666666666667
28560,0.013123333333333334
28620,0.01312
28680,0.013116666666666667
28740,0.013113333333333333
28800,0.01311
28860,0.013106
28920,0.013102000000000001
28980,0.013098
29040,0.013094
29100,0.013090000000000001
29160,0.013086
29220,0.013082
29280,0.013077999999999999
29340,0.013074000000000001
29400,0.01307
29460,0.013065999999999999
29520,0.013062000000000001
29580,0.013058
29640,0.013054
29700,0.013049999999999999
29760,0.013046
29820,0.013042
29880,0.013037999999999999
29940,0.013034
30000,0.01303
30060,0.013025999999999999
30120,0.013022000000000001
30180,0.013018
30240,0.013014
30300,0.013010000000000001
30360,0.013006
30420,0.013002
30480,0.012997999999999999
30540,0.012994
30600,0.01299
30660,0.012987333333333333
30720,0.012984666666666667
30780,0.012982
30840,0.012979333333333332
30900,0.012976666666666666
30960,0.012973999999999999
31020,0.012971333333333333
31080,0.012968666666666667
31140,0.012966
31200,0.012963333333333334
31260,0.012960666666666667
31320,0.012957999999999999
31380,0.012955333333333333
31440,0.012952666666666666
31500,0.01295
31560,0.012947333333333333
31620,0.012944666666666667
31680,0.012942
31740,0.012939333333333332
31800,0.012936666666666666
31860,0.012933999999999999
31920,0.012931333333333333
31980,0.012928666666666666
32040,0.012926
32100,0.012923333333333334
32160,0.012920666666666667
32220,0.012917999999999999
32280,0.012915333333333332
32340,0.012912666666666666
32400,0.01291
32460,0.012906666666666667
32520,0.012903333333333333
32580,0.0129
32640,0.012896666666666666
32700,0.012893333333333333
32760,0.01289
32820,0.012886666666666666
32880,0.012883333333333333
32940,0.012879999999999999
33000,0.012876666666666666
33060,0.012873333333333334
33120,0.012869999999999999
33180,0.012866666666666667
33240,0.012863333333333333
33300,0.01286
33360,0.012856666666666667
33420,0.012853333333333333
33480,0.01285
33540,0.012846666666666666
33600,0.012843333333333333
33660,0.012840000000000001
33720,0.012836666666666666
33780,0.012833333333333334
33840,0.012829999999999999
33900,0.012826666666666667
33960,0.012823333333333334
34020,0.01282
34080,0.012816666666666667
34140,0.012813333333333333
34200,0.01281
34260,0.012807333333333334
34320,0.012804666666666667
34380,0.012802000000000001
34440,0.012799333333333333
34500,0.012796666666666666
34560,0.012794
34620,0.012791333333333333
34680,0.012788666666666667
34740,0.012786
34800,0.012783333333333334
34860,0.012780666666666668
34920,0.012777999999999999
34980,0.012775333333333333
35040,0.012772666666666667
35100,0.01277
35160,0.012767333333333334
35220,0.012764666666666667
35280,0.012762000000000001
35340,0.012759333333333333
35400,0.012756666666666666
35460,0.012754
35520,0.012751333333333333
35580,0.012748666666666667
35640,0.012746
35700,0.012743333333333334
35760,0.012740666666666668
35820,0.012737999999999999
35880,0.012735333333333333
35940,0.012732666666666666
36000,0.01273
36060,0.012727666666666667
36120,0.012725333333333333
36180,0.012723
36240,0.012720666666666667
36300,0.012718333333333333
36360,0.012716
36420,0.012713666666666667
36480,0.012711333333333333
36540,0.012709
36600,0.012706666666666666
36660,0.012704333333333333
36720,0.012702
36780,0.012699666666666666
36840,0.012697333333333333
36900,0.012695000000000001
36960,0.012692666666666668
37020,0.012690333333333335
37080,0.012688000000000001
37140,0.012685666666666668
37200,0.012683333333333335
37260,0.012681000000000001
37320,0.012678666666666668
37380,0.012676333333333335
37440,0.012674000000000001
37500,0.012671666666666668
37560,0.012669333333333335
37620,0.012667000000000001
37680,0.012664666666666668
37740,0.012662333333333334
37800,0.012660000000000001
37860,0.012658000000000001
37920,0.012656000000000001
37980,0.012654
38040,0.012652000000000002
38100,0.012650000000000002
38160,0.012648000000000001
38220,0.012646000000000001
38280,0.012644000000000001
38340,0.012642
38400,0.01264
38460,0.012638
38520,0.012636000000000001
38580,0.012634000000000001
38640,0.012632000000000001
38700,0.012630000000000001
38760,0.012628
38820,0.012626
38880,0.012624
38940,0.012622000000000001
39000,0.012620000000000001
39060,0.012618000000000001
39120,0.012616
39180,0.012614
39240,0.012612
39300,0.01261
39360,0.012607999999999999
39420,0.012606000000000001
39480,0.012604000000000001
39540,0.012602
39600,0.0126
39660,0.012597666666666667
39720,0.012595333333333333
39780,0.012593
39840,0.012590666666666667
39900,0.012588333333333333
39960,0.012586
40020,0.012583666666666667
40080,0.012581333333333333
40140,0.012579
40200,0.012576666666666667
40260,0.012574333333333333
40320,0.012572
40380,0.012569666666666666
40440,0.012567333333333333
40500,0.012565
40560,0.012562666666666666
40620,0.012560333333333333
40680,0.012558
40740,0.012555666666666666
40800,0.012553333333333333
40860,0.012551
40920,0.012548666666666666
40980,0.012546333333333333
41040,0.012544
41100,0.012541666666666666
41160,0.012539333333333333
41220,0.012537
41280,0.012534666666666666
41340,0.012532333333333333
41400,0.012529999999999999
41460,0.012528333333333332
41520,0.012526666666666667
41580,0.012525
41640,0.012523333333333332
41700,0.012521666666666667
41760,0.01252
41820,0.012518333333333333
41880,0.012516666666666666
41940,0.012515
42000,0.012513333333333333
42060,0.012511666666666666
42120,0.01251
42180,0.012508333333333333
42240,0.012506666666666666
42300,0.012504999999999999
42360,0.012503333333333333
42420,0.012501666666666666
42480,0.012499999999999999
42540,0.012498333333333334
42600,0.012496666666666666
42660,0.012494999999999999
42720,0.012493333333333334
42780,0.012491666666666667
42840,0.012489999999999999
42900,0.012488333333333334
42960,0.012486666666666667
43020,0.012485
43080,0.012483333333333332
43140,0.012481666666666667
43200,0.01248
43260,0.012478666666666666
43320,0.012477333333333333
43380,0.012475999999999999
43440,0.012474666666666667
43500,0.012473333333333333
43560,0.012472
43620,0.012470666666666666
43680,0.012469333333333332
43740,0.012468
43800,0.012466666666666666
43860,0.012465333333333333
43920,0.012463999999999999
43980,0.012462666666666667
44040,0.012461333333333333
44100,0.012459999999999999
44160,0.012458666666666667
44220,0.012457333333333332
44280,0.012456
44340,0.012454666666666666
44400,0.012453333333333334
44460,0.012452
44520,0.012450666666666667
44580,0.012449333333333333
44640,0.012447999999999999
44700,0.012446666666666667
44760,0.012445333333333333
44820,0.012444
44880,0.012442666666666666
44940,0.012441333333333334
45000,0.01244
45060,0.012438666666666666
45120,0.012437333333333333
45180,0.012435999999999999
45240,0.012434666666666667
45300,0.012433333333333333
45360,0.012432
45420,0.012430666666666666
45480,0.012429333333333332
45540,0.012428
45600,0.012426666666666666
45660,0.012425333333333333
45720,0.012423999999999999
45780,0.012422666666666667
45840,0.012421333333333333
45900,0.01242
45960,0.012418666666666666
46020,0.012417333333333332
46080,0.012416
46140,0.012414666666666666
46200,0.012413333333333334
46260,0.012411999999999999
46320,0.012410666666666667
46380,0.012409333333333333
46440,0.012407999999999999
46500,0.012406666666666667
46560,0.012405333333333332
46620,0.012404
46680,0.012402666666666666
46740,0.012401333333333334
46800,0.0124
46860,0.012398666666666665
46920,0.012397333333333333
46980,0.012395999999999999
47040,0.012394666666666667
47100,0.012393333333333333
47160,0.012392
47220,0.012390666666666666
47280,0.012389333333333332
47340,0.012388
47400,0.012386666666666666
47460,0.012385333333333333
47520,0.012383999999999999
47580,0.012382666666666667
47640,0.012381333333333333
47700,0.012379999999999999
47760,0.012378666666666666
47820,0.012377333333333332
47880,0.012376
47940,0.012374666666666666
48000,0.012373333333333333
48060,0.012371999999999999
48120,0.012370666666666667
48180,0.012369333333333333
48240,0.012367999999999999
48300,0.012366666666666666
48360,0.012365333333333332
48420,0.012364
48480,0.012362666666666666
48540,0.012361333333333334
48600,0.012359999999999999
48660,0.012359
48720,0.012357999999999999
48780,0.012357
48840,0.012355999999999999
48900,0.012355
48960,0.012354
49020,0.012352999999999999
49080,0.012352
49140,0.012350999999999999
49200,0.01235
49260,0.012349000000000001
49320,0.012348
49380,0.012347
49440,0.012345999999999999
49500,0.012345
49560,0.012344000000000001
49620,0.012343
49680,0.012342000000000001
49740,0.012341
49800,0.01234
49860,0.012339000000000001
49920,0.012338
49980,0.012337000000000001
50040,0.012336
50100,0.012335
50160,0.012334000000000001
50220,0.012333
50280,0.012332000000000001
50340,0.012331
50400,0.012330000000000001
50460,0.012328666666666667
50520,0.012327333333333334
50580,0.012326
50640,0.012324666666666668
50700,0.012323333333333334
50760,0.012322000000000001
50820,0.012320666666666667
50880,0.012319333333333333
50940,0.012318000000000001
51000,0.012316666666666667
51060,0.012315333333333334
51120,0.012314
51180,0.012312666666666668
51240,0.012311333333333334
51300,0.012310000000000001
51360,0.012308666666666667
51420,0.012307333333333333
51480,0.012306000000000001
51540,0.012304666666666667
51600,0.012303333333333335
51660,0.012302
51720,0.012300666666666668
51780,0.012299333333333334
51840,0.012298
51900,0.012296666666666668
51960,0.012295333333333333
52020,0.012294000000000001
52080,0.012292666666666667
52140,0.012291333333333335
52200,0.012290000000000001
52260,0.012289000000000001
52320,0.012288
52380,0.012287000000000001
52440,0.012286
52500,0.012285000000000001
52560,0.012284
52620,0.012283000000000001
52680,0.012282000000000001
52740,0.012281
52800,0.012280000000000001
52860,0.012279
52920,0.012278000000000001
52980,0.012277
53040,0.012276
53100,0.012275000000000001
53160,0.012274
53220,0.012273000000000001
53280,0.012272
53340,0.012271000000000001
53400,0.01227
53460,0.012269
53520,0.012267999999999999
53580,0.012267
53640,0.012266000000000001
53700,0.012265
53760,0.012264000000000001
53820,0.012263
53880,0.012262
53940,0.012260999999999999
54000,0.01226
54060,0.012259000000000001
54120,0.012258
54180,0.012257000000000001
54240,0.012256
54300,0.012255
54360,0.012254000000000001
54420,0.012253
54480,0.012252000000000001
54540,0.012251
54600,0.01225
54660,0.012249000000000001
54720,0.012248
54780,0.012247000000000001
54840,0.012246
54900,0.012245000000000001
54960,0.012244000000000001
55020,0.012243
55080,0.012242000000000001
55140,0.012241
55200,0.012240000000000001
55260,0.012239000000000002
55320,0.012238000000000001
55380,0.012237000000000001
55440,0.012236
55500,0.012235000000000001
55560,0.012234000000000002
55620,0.012233000000000001
55680,0.012232000000000002
55740,0.012231000000000001
55800,0.012230000000000001
55860,0.012229333333333335
55920,0.012228666666666667
55980,0.012228000000000001
56040,0.012227333333333335
56100,0.012226666666666667
56160,0.012226000000000001
56220,0.012225333333333335
56280,0.012224666666666668
56340,0.012224
56400,0.012223333333333334
56460,0.012222666666666668
56520,0.012222
56580,0.012221333333333334
56640,0.012220666666666668
56700,0.012220000000000002
56760,0.012219333333333334
56820,0.012218666666666668
56880,0.012218000000000001
56940,0.012217333333333334
57000,0.012216666666666667
57060,0.012216000000000001
57120,0.012215333333333333
57180,0.012214666666666667
57240,0.012214000000000001
57300,0.012213333333333333
57360,0.012212666666666667
57420,0.012212000000000001
57480,0.012211333333333334
57540,0.012210666666666667
57600,0.01221
57660,0.012209333333333334
57720,0.012208666666666666
57780,0.012208
57840,0.012207333333333334
57900,0.012206666666666668
57960,0.012206
58020,0.012205333333333334
58080,0.012204666666666667
58140,0.012204000000000001
58200,0.012203333333333333
58260,0.012202666666666667
58320,0.012202000000000001
58380,0.012201333333333335
58440,0.012200666666666667
58500,0.012200000000000001
58560,0.012199333333333335
58620,0.012198666666666667
58680,0.012198000000000001
58740,0.012197333333333334
58800,0.012196666666666668
58860,0.012196
58920,0.012195333333333334
58980,0.012194666666666668
59040,0.012194000000000002
59100,0.012193333333333334
59160,0.012192666666666668
59220,0.012192000000000001
59280,0.012191333333333335
59340,0.012190666666666667
59400,0.012190000000000001
59460,0.012189666666666668
59520,0.012189333333333335
59580,0.012189000000000002
59640,0.012188666666666667
59700,0.012188333333333334
59760,0.012188000000000001
59820,0.012187666666666668
59880,0.012187333333333335
59940,0.012187
60000,0.012186666666666667
60060,0.012186333333333334
60120,0.012186000000000001
60180,0.012185666666666668
60240,0.012185333333333334
60300,0.012185000000000001
60360,0.012184666666666667
60420,0.012184333333333333
60480,0.012184
60540,0.012183666666666667
60600,0.012183333333333334
60660,0.012182999999999999
60720,0.012182666666666666
60780,0.012182333333333333
60840,0.012182
60900,0.012181666666666667
60960,0.012181333333333334
61020,0.012181000000000001
61080,0.012180666666666666
61140,0.012180333333333333
61200,0.01218
61260,0.012179333333333334
61320,0.012178666666666666
61380,0.012178
61440,0.012177333333333333
61500,0.012176666666666667
61560,0.012175999999999999
61620,0.012175333333333333
61680,0.012174666666666667
61740,0.012174000000000001
61800,0.012173333333333333
61860,0.012172666666666667
61920,0.012172000000000001
61980,0.012171333333333334
62040,0.012170666666666666
62100,0.01217
62160,0.012169333333333334
62220,0.012168666666666666
62280,0.012168
62340,0.012167333333333334
62400,0.012166666666666668
62460,0.012166
62520,0.012165333333333334
62580,0.012164666666666667
62640,0.012164000000000001
62700,0.012163333333333333
62760,0.012162666666666667
62820,0.012162000000000001
62880,0.012161333333333335
62940,0.012160666666666667
63000,0.012160000000000001
63060,0.012159333333333334
63120,0.012158666666666667
63180,0.012158
63240,0.012157333333333334
63300,0.012156666666666666
63360,0.012156
63420,0.012155333333333334
63480,0.012154666666666668
63540,0.012154
63600,0.012153333333333334
63660,0.012152666666666668
63720,0.012152
63780,0.012151333333333333
63840,0.012150666666666667
63900,0.012150000000000001
63960,0.012149333333333333
64020,0.012148666666666667
64080,0.012148000000000001
64140,0.012147333333333333
64200,0.012146666666666667
64260,0.012146000000000001
64320,0.012145333333333333
64380,0.012144666666666666
64440,0.012144
64500,0.012143333333333332
64560,0.012142666666666666
64620,0.012142
64680,0.012141333333333334
64740,0.012140666666666666
64800,0.01214
64860,0.012139666666666667
64920,0.012139333333333334
64980,0.012139
65040,0.012138666666666667
65100,0.012138333333333334
65160,0.012137999999999999
65220,0.012137666666666666
65280,0.012137333333333333
65340,0.012137
65400,0.012136666666666667
65460,0.012136333333333334
65520,0.012136000000000001
65580,0.012135666666666668
65640,0.012135333333333335
65700,0.012135
65760,0.012134666666666667
65820,0.012134333333333334
65880,0.012134000000000001
65940,0.012133666666666668
66000,0.012133333333333335
66060,0.012133000000000001
66120,0.012132666666666668
66180,0.012132333333333335
66240,0.012132000000000002
66300,0.012131666666666669
66360,0.012131333333333334
66420,0.012131000000000001
66480,0.012130666666666668
66540,0.012130333333333335
66600,0.012130000000000002
66660,0.012129666666666669
66720,0.012129333333333336
66780,0.012129000000000001
66840,0.012128666666666668
66900,0.012128333333333335
66960,0.012128000000000002
67020,0.012127666666666669
67080,0.012127333333333335
67140,0.012127000000000002
67200,0.012126666666666668
67260,0.012126333333333334
67320,0.012126000000000001
67380,0.012125666666666668
67440,0.012125333333333335
67500,0.012125
67560,0.012124666666666667
67620,0.012124333333333334
67680,0.012124000000000001
67740,0.012123666666666668
67800,0.012123333333333335
67860,0.012123000000000002
67920,0.012122666666666667
67980,0.012122333333333334
68040,0.012122000000000001
68100,0.012121666666666668
68160,0.012121333333333335
68220,0.012121
68280,0.012120666666666667
68340,0.012120333333333334
68400,0.012120000000000001
68460,0.012119666666666667
68520,0.012119333333333334
68580,0.012119000000000001
68640,0.012118666666666666
68700,0.012118333333333333
68760,0.012118
68820,0.012117666666666667
68880,0.012117333333333334
68940,0.012117000000000001
69000,0.012116666666666668
69060,0.012116333333333335
69120,0.012116
69180,0.012115666666666667
69240,0.012115333333333334
69300,0.012115000000000001
69360,0.012114666666666668
69420,0.012114333333333335
69480,0.012114000000000002
69540,0.012113666666666667
69600,0.012113333333333334
69660,0.012113000000000001
69720,0.012112666666666667
69780,0.012112333333333334
69840,0.012112000000000001
69900,0.012111666666666668
69960,0.012111333333333335
70020,0.012111
70080,0.012110666666666667
70140,0.012110333333333334
70200,0.012110000000000001
70260,0.012109666666666668
70320,0.012109333333333335
70380,0.012109000000000002
70440,0.012108666666666667
70500,0.012108333333333334
70560,0.012108000000000001
70620,0.012107666666666668
70680,0.012107333333333335
70740,0.012107
70800,0.012106666666666667
70860,0.012106333333333334
70920,0.012106
70980,0.012105666666666667
71040,0.012105333333333334
71100,0.012105000000000001
71160,0.012104666666666666
71220,0.012104333333333333
71280,0.012104
71340,0.012103666666666667
71400,0.012103333333333334
71460,0.012102999999999999
71520,0.012102666666666666
71580,0.012102333333333333
71640,0.012102
71700,0.012101666666666667
71760,0.012101333333333334
71820,0.012101000000000001
71880,0.012100666666666666
71940,0.012100333333333333
72000,0.0121
72060,0.012099666666666667
72120,0.012099333333333333
72180,0.012099
72240,0.012098666666666667
72300,0.012098333333333332
72360,0.012097999999999999
72420,0.012097666666666666
72480,0.012097333333333333
72540,0.012097
72600,0.012096666666666667
72660,0.012096333333333334
72720,0.012096000000000001
72780,0.012095666666666668
72840,0.012095333333333335
72900,0.012095000000000002
72960,0.012094666666666667
73020,0.012094333333333334
73080,0.012094000000000001
73140,0.012093666666666667
73200,0.012093333333333334
73260,0.012093000000000001
73320,0.012092666666666668
73380,0.012092333333333335
73440,0.012092000000000002
73500,0.012091666666666667
73560,0.012091333333333334
73620,0.012091000000000001
73680,0.012090666666666668
73740,0.012090333333333335
73800,0.012090000000000002
73860,0.012089666666666669
73920,0.012089333333333336
73980,0.012089000000000003
74040,0.012088666666666668
74100,0.012088333333333335
74160,0.012088000000000002
74220,0.012087666666666668
74280,0.012087333333333335
74340,0.012087000000000001
74400,0.012086666666666667
74460,0.012086333333333334
74520,0.012086000000000001
74580,0.012085666666666668
74640,0.012085333333333335
74700,0.012085000000000002
74760,0.012084666666666667
74820,0.012084333333333334
74880,0.012084000000000001
74940,0.012083666666666668
75000,0.012083333333333335
75060,0.012083
75120,0.012082666666666667
75180,0.012082333333333334
75240,0.012082000000000001
