time_s,Cmax,argmax_radius_m,center_C,mean_C,surface_C,Cmin,Tmin_C,Tmax_C,radial_increase
1.9508300403906462e-05,2.5499999999999998,0,2.5499999999999998,2.5499999960510404,2.5498883690819332,2.5498883690819332,28,28.00000000001106,0
2.2599118427726937e-05,2.5499999999999998,0,2.5499999999999998,2.549999995425396,2.5498764026502707,2.5498764026502707,28,28.00000000001382,0
2.5689936451547411e-05,2.5499999999999998,0,2.5499999999999998,2.5499999947997547,2.5498653302133092,2.5498653302133092,28,28.000000000016779,0
2.8780754475367885e-05,2.5499999999999998,0,2.5499999999999998,2.5499999941741165,2.5498550127492923,2.5498550127492923,28,28.000000000019924,0
3.1871572499188363e-05,2.5499999999999998,0,2.5499999999999998,2.5499999935484805,2.549845338687744,2.549845338687744,28,28.000000000023238,0
3.7734516500821721e-05,2.5499999999999998,0,2.5499999999999998,2.5499999923617236,2.5498284468976093,2.5498284468976093,28,28.000000000029981,0
4.359746050245508e-05,2.5499999999999998,0,2.5499999999999998,2.5499999911749747,2.5498130889485573,2.5498130889485573,28,28.000000000037275,0
4.8137288301365816e-05,2.5499999999999998,0,2.5499999999999998,2.5499999902560488,2.549802032499612,2.549802032499612,28,28.000000000043272,0
5.2677116100276552e-05,2.5499999999999998,0,2.5499999999999998,2.549999989337127,2.5497915788961016,2.5497915788961016,28,28.000000000049564,0
5.7216943899187289e-05,2.5499999999999998,0,2.5499999999999998,2.5499999884182092,2.5497816423885258,2.5497816423885258,28,28.000000000056129,0
6.1756771698098025e-05,2.5499999999999998,0,2.5499999999999998,2.5499999874992949,2.5497721544919592,2.5497721544919592,28,28.000000000062968,0
6.6296599497008761e-05,2.5499999999999998,0,2.5499999999999998,2.5499999865803833,2.5497630586502669,2.5497630586502669,28,28.00000000007007,0
7.0836427295919497e-05,2.5499999999999998,0,2.5499999999999998,2.5499999856614761,2.5497543085731311,2.5497543085731311,28,28.000000000077403,0
7.7434313280857654e-05,2.5499999999999998,0,2.5499999999999998,2.5499999843260013,2.5497421324259126,2.5497421324259126,28,28.000000000088498,0
8.403219926579581e-05,2.5499999999999998,0,2.5499999999999998,2.5499999829905327,2.5497305172382307,2.5497305172382307,28,28.000000000100076,0
9.0630085250733967e-05,2.5499999999999998,0,2.5499999999999998,2.5499999816550707,2.549719391627133,2.549719391627133,28,28.000000000112124,0
9.7227971235672124e-05,2.5499999999999998,0,2.5499999999999998,2.5499999803196141,2.5497086972800371,2.5497086972800371,28,28.000000000124619,0
0.00010382585722061028,2.5499999999999998,0,2.5499999999999998,2.5499999789841632,2.5496983862878353,2.5496983862878353,28,28.000000000137543,0
0.00011347779958938004,2.5499999999999998,0,2.5499999999999998,2.5499999770305628,2.5496839125115636,2.5496839125115636,28,28.0000000001572,0
0.00012312974195814979,2.5499999999999998,0,2.5499999999999998,2.5499999750769735,2.5496700776799095,2.5496700776799095,28,28.000000000177717,0
0.00013278168432691954,2.5499999999999998,0,2.5499999999999998,2.5499999731233944,2.549656804222511,2.549656804222511,28,28.000000000199048,0
0.00014243362669568929,2.5499999999999998,0,2.5499999999999998,2.549999971169826,2.5496440283692632,2.5496440283692632,28,28.000000000221185,0
0.00015208556906445904,2.5499999999999998,0,2.5499999999999998,2.5499999692162665,2.5496316972341444,2.5496316972341444,28,28.000000000244071,0
0.00016562832529547648,2.5499999999999998,0,2.5499999999999998,2.54999996647522,2.5496150620968918,2.5496150620968918,28,28.000000000277435,0
0.00017917108152649391,2.5499999999999998,0,2.5499999999999998,2.5499999637341912,2.5495991185142399,2.5495991185142399,28,28.000000000312191,0
0.00019271383775751135,2.5499999999999998,0,2.5499999999999998,2.5499999609931789,2.54958378732305,2.54958378732305,28,28.000000000348294,0
0.00020625659398852879,2.5499999999999998,0,2.5499999999999998,2.5499999582521835,2.5495690027288123,2.5495690027288123,28,28.000000000385675,0
0.00021979935021954622,2.5499999999999998,0,2.5499999999999998,2.5499999555112036,2.5495547096330213,2.5495547096330213,28,28.000000000424322,0
0.00023869208783649899,2.5499999999999998,0,2.5499999999999998,2.5499999516874414,2.5495355047503474,2.5495355047503474,28,28.000000000480242,0
0.00025758482545345173,2.5499999999999998,0,2.5499999999999998,2.5499999478637085,2.5495170639438398,2.5495170639438398,28,28.000000000538421,0
0.00027647756307040445,2.5499999999999998,0,2.5499999999999998,2.5499999440400027,2.5494993032296813,2.5494993032296813,28,28.000000000598778,0
0.00029537030068735716,2.5499999999999998,0,2.5499999999999998,2.5499999402163231,2.5494821523729216,2.5494821523729216,28,28.000000000661235,0
0.00031426303830430987,2.5499999999999998,0,2.5499999999999998,2.5499999363926689,2.5494655521835292,2.5494655521835292,28,28.000000000725727,0
0.00034016023540696448,2.5499999999999998,0,2.5499999999999998,2.5499999311514401,2.5494436017426554,2.5494436017426554,28,28.000000000817312,0
0.00036605743250961908,2.5499999999999998,0,2.5499999999999998,2.5499999259102553,2.5494224856173249,2.5494224856173249,28,28.000000000912458,0
0.00039195462961227369,2.5499999999999998,0,2.5499999999999998,2.549999920669114,2.5494021158621836,2.5494021158621836,28,28.000000001011035,0
0.00041785182671492829,2.5499999999999998,0,2.5499999999999998,2.5499999154280135,2.5493824184552834,2.5493824184552834,28,28.000000001112923,0
0.0004437490238175829,2.5499999999999998,0,2.5499999999999998,2.5499999101869539,2.5493633306133088,2.5493633306133088,28,28.000000001218019,0
0.000478795742763174,2.5499999999999998,0,2.5499999999999998,2.5499999030942804,2.5493383753234076,2.5493383753234076,28,28.000000001365194,0
0.00051384246170876511,2.5499999999999998,0,2.5499999999999998,2.5499998960016765,2.5493143281985873,2.5493143281985873,28,28.000000001517858,0
0.00054888918065435616,2.5499999999999998,0,2.5499999999999998,2.5499998889091384,2.5492910972579836,2.5492910972579836,28,28.000000001675822,0
0.00058393589959994721,2.5499999999999998,0,2.5499999999999998,2.5499998818166643,2.5492686046078457,2.5492686046078457,28,28.000000001838909,0
0.00061898261854553827,2.5499999999999998,0,2.5499999999999998,2.5499998747242527,2.549246783784644,2.549246783784644,28,28.000000002006981,0
0.00066584816808339998,2.5499999999999998,0,2.5499999999999998,2.5499998652401548,2.5492185559714526,2.5492185559714526,28,28.00000000223924,0
0.00071271371762126169,2.5499999999999998,0,2.5499999999999998,2.5499998557561621,2.5491913133988273,2.5491913133988273,28,28.000000002479826,0
0.00075957926715912341,2.5499999999999998,0,2.5499999999999998,2.5499998462722693,2.5491649600487687,2.5491649600487687,28,28.000000002728463,0
0.00080644481669698512,2.5499999999999998,0,2.5499999999999998,2.5499998367884738,2.5491394141341459,2.5491394141341459,28,28.000000002984891,0
0.00085331036623484684,2.5499999999999998,0,2.5499999999999998,2.5499998273047724,2.549114605480463,2.549114605480463,28,28.000000003248889,0
0.00091528988808781077,2.5499999999999998,0,2.5499999999999998,2.5499998147627521,2.5490828262825858,2.5490828262825858,28,28.000000003609273,0
0.0009772694099407747,2.5499999999999998,0,2.5499999999999998,2.5499998022208867,2.5490521125490684,2.5490521125490684,28,28.00000000398208,0
0.0010392489317937385,2.5499999999999998,0,2.5499999999999998,2.5499997896791706,2.5490223642374845,2.5490223642374845,28,28.00000000436691,0
0.0011012284536467023,2.5499999999999998,0,2.5499999999999998,2.5499997771376002,2.5489934956634688,2.5489934956634688,28,28.000000004763383,0
0.0011632079754996662,2.5499999999999998,0,2.5499999999999998,2.5499997645961705,2.5489654329259377,2.5489654329259377,28,28.000000005171181,0
0.0012443290947365413,2.5499999999999998,0,2.5499999999999998,2.5499997481816856,2.5489298149937092,2.5489298149937092,28,28.000000005721517,0
0.0013254502139734164,2.5499999999999998,0,2.5499999999999998,2.5499997317674277,2.5488953456853047,2.5488953456853047,28,28.000000006290097,0
0.0014065713332102915,2.5499999999999998,0,2.5499999999999998,2.5499997153533895,2.548861920976238,2.548861920976238,28,28.000000006876348,0
0.0014876924524471666,2.5499999999999998,0,2.5499999999999998,2.5499996989395655,2.5488294513077037,2.5488294513077037,28,28.000000007479759,0
0.0015688135716840418,2.5499999999999998,0,2.5499999999999998,2.5499996825259497,2.5487978590585145,2.5487978590585145,28,28.000000008099853,0
0.0016739604101012637,2.5499999999999998,0,2.5499999999999998,2.5499996612513973,2.5487581060408422,2.5487581060408422,28,28.000000008927707,0
0.0017791072485184856,2.5499999999999998,0,2.5499999999999998,2.5499996399771745,2.5487195876148001,2.5487195876148001,28,28.000000009781985,0
0.0018842540869357075,2.5499999999999998,0,2.5499999999999998,2.5499996187032705,2.548682195829123,2.548682195829123,28,28.000000010661889,0
0.0019894009253529294,2.5499999999999998,0,2.5499999999999998,2.549999597429677,2.5486458372859264,2.5486458372859264,28,28.000000011566691,0
0.0020945477637701513,2.5499999999999998,0,2.5499999999999998,2.5499995761563845,2.5486104306622748,2.5486104306622748,28,28.000000012495732,0
0.0022295988428495273,2.5499999999999998,0,2.5499999999999998,2.5499995488333016,2.5485662372181248,2.5485662372181248,28,28.000000013723557,0
0.0023646499219289034,2.5499999999999998,0,2.5499999999999998,2.5499995215106894,2.5485233670461085,2.5485233670461085,28,28.000000014989141,0
0.0024997010010082794,2.5499999999999998,0,2.5499999999999998,2.5499994941885338,2.5484817083296036,2.5484817083296036,28,28.000000016291395,0
0.0026347520800876554,2.5499999999999998,0,2.5499999999999998,2.5499994668668218,2.5484411638742919,2.5484411638742919,28,28.000000017629308,0
0.0027698031591670315,2.5499999999999998,0,2.5499999999999998,2.5499994395455419,2.5484016486815304,2.5484016486815304,28,28.000000019001956,0
0.0029417836534740751,2.5499999999999998,0,2.5499999999999998,2.5499994047539287,2.5483527008279343,2.5483527008279343,28,28.000000020798876,0
0.0031137641477811187,2.5499999999999998,0,2.5499999999999998,2.5499993699629795,2.5483051675483308,2.5483051675483308,28,28.0000000226491,0
0.0032857446420881623,2.5499999999999998,0,2.5499999999999998,2.5499993351726746,2.5482589332265109,2.5482589332265109,28,28.000000024551138,0
0.0034577251363952059,2.5499999999999998,0,2.5499999999999998,2.5499993003829973,2.5482138969200125,2.5482138969200125,28,28.000000026503606,0
0.0036297056307022495,2.5499999999999998,0,2.5499999999999998,2.5499992655939323,2.5481699699868252,2.5481699699868252,28,28.000000028505241,0
0.0038469557865034101,2.5499999999999998,0,2.5499999999999998,2.5499992216483482,2.5481159453052267,2.5481159453052267,28,28.000000031102193,0
0.0040642059423045707,2.5499999999999998,0,2.5499999999999998,2.5499991777036897,2.5480634290402362,2.5480634290402362,28,28.000000033773524,0
0.0042814560981057313,2.5499999999999998,0,2.5499999999999998,2.5499991337599321,2.5480123018440772,2.5480123018440772,28,28.000000036517207,0
0.0044987062539068919,2.5499999999999998,0,2.5499999999999998,2.5499990898170517,2.5479624590781493,2.5479624590781493,28,28.000000039331386,0
0.0047159564097080525,2.5499999999999998,0,2.5499999999999998,2.549999045875027,2.5479138084940267,2.5479138084940267,28,28.000000042214328,0
0.0049883166894591751,2.5499999999999998,0,2.5499999999999998,2.5499989907873513,2.5478543763544699,2.5478543763544699,28,28.000000045923287,0
0.0052606769692102977,2.5499999999999998,0,2.5499999999999998,2.5499989357009532,2.547796548941792,2.547796548941792,28,28.000000049734876,0
0.0055330372489614203,2.5499999999999998,0,2.5499999999999998,2.549998880615798,2.5477402032455911,2.5477402032455911,28,28.000000053646406,0
0.0058053975287125428,2.5499999999999998,0,2.5499999999999998,2.5499988255318558,2.5476852309855418,2.5476852309855418,28,28.000000057655384,0
0.0060777578084636654,2.5499999999999998,0,2.5499999999999998,2.5499987704490974,2.5476315363471809,2.5476315363471809,28,28.000000061759483,0
0.0064167717435807559,2.5499999999999998,0,2.5499999999999998,2.5499987018877666,2.5475663581171037,2.5475663581171037,28,28.000000066997611,0
0.0067557856786978464,2.5499999999999998,0,2.5499999999999998,2.5499986333281801,2.5475028833255542,2.5475028833255542,28,28.000000072375919,0
0.007094799613814937,2.5499999999999998,0,2.5499999999999998,2.5499985647702932,2.5474409853683748,2.5474409853683748,28,28.000000077890846,0
0.0074338135489320275,2.5499999999999998,0,2.5499999999999998,2.5499984962140654,2.5473805523793223,2.5473805523793223,28,28.000000083539071,0
0.007772827484049118,2.5499999999999998,0,2.5499999999999998,2.5499984276594576,2.5473214850207131,2.5473214850207131,28,28.000000089317524,0
0.0081933259152410422,2.5499999999999998,0,2.5499999999999998,2.549998342629443,2.5472499859528677,2.5472499859528677,28,28.000000096661505,0
0.0086138243464329665,2.5499999999999998,0,2.5499999999999998,2.5499982576018025,2.5471803028208186,2.5471803028208186,28,28.000000104196317,0
0.0090343227776248907,2.5499999999999998,0,2.5499999999999998,2.549998172576478,2.547112303952749,2.547112303952749,28,28.000000111917227,0
0.0094548212088168149,2.5499999999999998,0,2.5499999999999998,2.5499980875534143,2.5470458728776402,2.5470458728776402,28,28.000000119819852,0
0.0098753196400087392,2.5499999999999998,0,2.5499999999999998,2.5499980025325599,2.5469809060596114,2.5469809060596114,28,28.000000127900091,0
0.010295818071200663,2.5499999999999998,0,2.5499999999999998,2.5499979175138687,2.5469173109245737,2.5469173109245737,28,28.000000136154114,0
0.01092366755827825,2.5499999999999998,0,2.5499999999999998,2.5499977905757247,2.5468247315274257,2.5468247315274257,28,28.000000148793998,0
0.011551517045355836,2.5499999999999998,0,2.5499999999999998,2.5499976636421651,2.5467347818267809,2.5467347818267809,28,28.000000161802259,0
0.012179366532433423,2.5499999999999998,0,2.5499999999999998,2.5499975367130618,2.5466472497422994,2.5466472497422994,28,28.000000175168726,0
0.012807216019511009,2.5499999999999998,0,2.5499999999999998,2.5499974097882983,2.5465619503900361,2.5465619503900361,28,28.000000188884012,0
0.013435065506588595,2.5499999999999998,0,2.5499999999999998,2.5499972828677668,2.5464787215180262,2.5464787215180262,28,28.00000020293945,0
0.014062914993666182,2.5499999999999998,0,2.5499999999999998,2.5499971559513668,2.5463974196311656,2.5463974196311656,28,28.000000217326974,0
0.014863430144484598,2.5499999999999998,0,2.5499999999999998,2.5499969941373761,2.5462963529761771,2.5462963529761771,28,28.00000023614103,0
0.015663945295303017,2.5499999999999998,0,2.5499999999999998,2.549996832329771,2.5461979788277307,2.5461979788277307,28,28.000000255468326,0
0.016464460446121435,2.5499999999999998,0,2.5499999999999998,2.549996670528385,2.5461020929518043,2.5461020929518043,28,28.000000275295541,0
0.017264975596939854,2.5499999999999998,0,2.5499999999999998,2.5499965087330652,2.5460085158807764,2.5460085158807764,28,28.000000295610338,0
0.018065490747758272,2.5499999999999998,0,2.5499999999999998,2.5499963469436691,2.5459170888474061,2.5459170888474061,28,28.000000316401252,0
0.01886600589857669,2.5499999999999998,0,2.5499999999999998,2.5499961851600625,2.5458276704303695,2.5458276704303695,28,28.000000337657589,0
0.019888683921951818,2.5499999999999998,0,2.5499999999999998,2.549995978485708,2.545716158611329,2.545716158611329,28,28.000000365474353,0
0.020911361945326945,2.5499999999999998,0,2.5499999999999998,2.5499957718203592,2.5456074851613932,2.5456074851613932,28,28.000000394015025,0
0.021934039968702072,2.5499999999999998,0,2.5499999999999998,2.5499955651637927,2.5455014440357555,2.5455014440357555,28,28.000000423261628,0
0.0229567179920772,2.5499999999999998,0,2.5499999999999998,2.5499953585158015,2.545397853100245,2.545397853100245,28,28.000000453197465,0
0.023979396015452327,2.5499999999999998,0,2.5499999999999998,2.5499951518761907,2.5452965503749443,2.5452965503749443,28,28.000000483806961,0
0.025002074038827454,2.5499999999999998,0,2.5499999999999998,2.5499949452447801,2.545197390940932,2.545197390940932,28,28.000000515075563,0
0.026312014601759477,2.5499999999999998,0,2.5499999999999998,2.5499946805838745,2.5450733027069479,2.5450733027069479,28,28.000000556068365,0
0.0276219551646915,2.5499999999999998,0,2.5499999999999998,2.5499944159358106,2.5449522743847628,2.5449522743847628,28,28.000000598093425,0
0.028931895727623523,2.5499999999999998,0,2.5499999999999998,2.5499941513002797,2.5448340905346036,2.5448340905346036,28,28.000000641125897,0
0.030241836290555546,2.5499999999999998,0,2.5499999999999998,2.5499938866769942,2.5447185599695326,2.5447185599695326,28,28.000000685142634,0
0.031551776853487569,2.5499999999999998,0,2.5499999999999998,2.5499936220656858,2.5446055120828115,2.5446055120828115,28,28.000000730122022,0
0.032861717416419592,2.5499999999999998,0,2.5499999999999998,2.5499933574661009,2.5444947937830364,2.5444947937830364,28,28.000000776043798,0
0.034533226040328525,2.5499999999999998,0,2.5499999999999998,2.549993019848741,2.5443566807250426,2.5443566807250426,28,28.000000835979264,0
0.036204734664237459,2.5499999999999998,0,2.5499999999999998,2.5499926822496266,2.544221880871703,2.544221880871703,28,28.000000897381295,0
0.037876243288146393,2.5499999999999998,0,2.5499999999999998,2.5499923446683304,2.5440901670826293,2.5440901670826293,28,28.00000096021552,0
0.039547751912055326,2.5499999999999998,0,2.5499999999999998,2.549992007104454,2.5439613371382337,2.5439613371382337,28,28.000001024449869,0
0.04121926053596426,2.5499999999999998,0,2.5499999999999998,2.5499916695576226,2.5438352100603421,2.5438352100603421,28,28.00000109005434,0
0.042890769159873193,2.5499999999999998,0,2.5499999999999998,2.5499913320274881,2.5437116230243952,2.5437116230243952,28,28.000001157000764,0
0.045006729447325249,2.5499999999999998,0,2.5499999999999998,2.5499909047720233,2.543558589115932,2.543558589115932,28,28.000001243631559,0
0.047122689734777304,2.5499999999999998,0,2.5499999999999998,2.5499904775421602,2.5434091233564478,2.5434091233564478,28,28.000001332320153,0
0.049238650022229359,2.5499999999999998,0,2.5499999999999998,2.5499900503373154,2.5432629877873012,2.5432629877873012,28,28.000001423019633,0
0.051354610309681414,2.5499999999999998,0,2.5499999999999998,2.5499896231569439,2.5431199698685649,2.5431199698685649,28,28.000001515686147,0
0.05347057059713347,2.5499999999999998,0,2.5499999999999998,2.5499891960005341,2.5429798788203888,2.5429798788203888,28,28.000001610278595,0
0.055586530884585525,2.5499999999999998,0,2.5499999999999998,2.5499887688676042,2.5428425425434282,2.5428425425434282,28,28.000001706758336,0
0.058246448601020677,2.5499999999999998,0,2.5499999999999998,2.5499882319627121,2.5426735702090171,2.5426735702090171,28,28.000001830662018,0
0.060906366317455829,2.5499999999999998,0,2.5499999999999998,2.549987695093368,2.5425084273628804,2.5425084273628804,28,28.000001957422842,0
0.063566284033890974,2.5499999999999998,0,2.5499999999999998,2.5499871582587836,2.5423468655721129,2.5423468655721129,28,28.000002086977457,0
0.066226201750326119,2.5499999999999998,0,2.5499999999999998,2.5499866214582205,2.5421886622388548,2.5421886622388548,28,28.000002219266523,0
0.068886119466761264,2.5499999999999998,0,2.5499999999999998,2.5499860846909868,2.5420336169781863,2.5420336169781863,28,28.000002354234343,0
0.071546037183196409,2.5499999999999998,0,2.5499999999999998,2.5499855479564295,2.5418815485577047,2.5418815485577047,28,28.000002491828468,0
0.074869522245438483,2.5499999999999998,0,2.5499999999999998,2.5499848773681584,2.541695478180142,2.541695478180142,28,28.000002667363802,0
0.078193007307680557,2.5499999999999998,0,2.5499999999999998,2.5499842068288143,2.5415135099224417,2.5415135099224417,28,28.000002846831457,0
0.08151649236992263,2.5499999999999998,0,2.5499999999999998,2.5499835363373409,2.5413353847365356,2.5413353847365356,28,28.000003030146551,0
0.084839977432164704,2.5499999999999998,0,2.5499999999999998,2.5499828658927481,2.5411608698178076,2.5411608698178076,28,28.000003217229477,0
0.088163462494406777,2.5499999999999998,0,2.5499999999999998,2.5499821954941044,2.5409897550188423,2.5409897550188423,28,28.000003408005341,0
0.091486947556648851,2.5499999999999998,0,2.5499999999999998,2.5499815251405313,2.5408218498077595,2.5408218498077595,28,28.000003602403535,0
0.095615806226276245,2.5499999999999998,0,2.5499999999999998,2.5499806924030257,2.5406174673873396,2.5406174673873396,28,28.00000384885513,0
0.09974466489590364,2.5499999999999998,0,2.5499999999999998,2.5499798597323067,2.5404174714672081,2.5404174714672081,28,28.000004100674222,0
0.10387352356553103,2.5499999999999998,0,2.5499999999999998,2.5499790271269682,2.5402215922189608,2.5402215922189608,28,28.000004357747954,0
0.10800238223515843,2.5499999999999998,0,2.5499999999999998,2.549978194585695,2.5400295864617846,2.5400295864617846,28,28.000004619970287,0
0.11213124090478582,2.5499999999999998,0,2.5499999999999998,2.5499773621072417,2.5398412341105852,2.5398412341105852,28,28.000004887241325,0
0.11626009957441322,2.5499999999999998,0,2.5499999999999998,2.549976529690436,2.5396563351525714,2.5396563351525714,28,28.000005159466753,0
0.121361272904272,2.5499999999999998,0,2.5499999999999998,2.5499755013293206,2.539432392681308,2.539432392681308,28,28.000005502508529,0
0.12646244623413078,2.5499999999999998,0,2.5499999999999998,2.5499744730586418,2.5392131324109872,2.5392131324109872,28,28.000005852818322,0
0.13156361956398954,2.5499999999999998,0,2.5499999999999998,2.549973444876549,2.5389982736239003,2.5389982736239003,28,28.000006210247182,0
0.13666479289384831,2.5499999999999998,0,2.5499999999999998,2.5499724167812969,2.5387875626429142,2.5387875626429142,28,28.000006574654911,0
0.14176596622370707,2.5499999999999998,0,2.5499999999999998,2.5499713887712421,2.5385807693138114,2.5385807693138114,28,28.00000694590927,0
0.14686713955356584,2.5499999999999998,0,2.5499999999999998,2.5499703608448274,2.5383776840006709,2.5383776840006709,28,28.000007323885207,0
0.15313641869837857,2.5499999999999998,0,2.5499999999999998,2.5499690976483325,2.5381328924879001,2.5381328924879001,28,28.000007797445388,0
0.15940569784319131,2.5499999999999998,0,2.5499999999999998,2.5499678345733674,2.5378930901352375,2.5378930901352375,28,28.000008280771787,0
0.16567497698800404,2.5499999999999998,0,2.5499999999999998,2.5499665716175048,2.5376579852447132,2.5376579852447132,28,28.00000877366919,0
0.17194425613281678,2.5499999999999998,0,2.5499999999999998,2.5499653087784546,2.5374273135393932,2.5374273135393932,28,28.000009275953577,0
0.17821353527762951,2.5499999999999998,0,2.5499999999999998,2.5499640460540554,2.5372008346800592,2.5372008346800592,28,28.00000978745112,0
0.18448281442244224,2.5499999999999998,0,2.5499999999999998,2.5499627834422602,2.5369783292800903,2.5369783292800903,28,28.000010307997233,0
0.19214897084017399,2.5499999999999998,0,2.5499999999999998,2.549961239654273,2.536711354954357,2.536711354954357,28,28.000010956597947,0
0.19981512725790573,2.5499999999999998,0,2.5499999999999998,2.5499596960284072,2.536449688128608,2.536449688128608,28,28.00001161822598,0
0.20748128367563748,2.5499999999999998,0,2.5499999999999998,2.5499581525615,2.5361930260341019,2.5361930260341019,28,28.00001229262719,0
0.21514744009336922,2.5499999999999998,0,2.5499999999999998,2.5499566092505686,2.5359410936919748,2.5359410936919748,28,28.000012979561678,0
0.22281359651110097,2.5499999999999998,0,2.5499999999999998,2.5499550660927901,2.5356936404642858,2.5356936404642858,28,28.00001367880251,0
0.23047975292883272,2.5499999999999998,0,2.5499999999999998,2.5499535230854891,2.5354504370889313,2.5354504370889313,28,28.00001439013456,0
0.23980903226327019,2.5499999999999998,0,2.5499999999999998,2.5499516455320816,2.5351599022530453,2.5351599022530453,28,28.00001527180121,0
0.24913831159770766,2.5499999999999998,0,2.5499999999999998,2.549949768193434,2.5348750047394333,2.5348750047394333,28,28.000016170723942,0
0.25846759093214511,2.5499999999999998,0,2.5499999999999998,2.5499478910654574,2.5345954306200431,2.5345954306200431,28,28.000017086574022,0
0.26779687026658255,2.5499999999999998,0,2.5499999999999998,2.5499460141442869,2.5343208941145914,2.5343208941145914,28,28.00001801904072,0
0.27712614960102,2.5499999999999998,0,2.5499999999999998,2.5499441374262619,2.5340511341758845,2.5340511341758845,28,28.000018967829693,0
0.28645542893545745,2.5499999999999998,0,2.5499999999999998,2.5499422609079074,2.5337859115452122,2.5337859115452122,28,28.000019932661615,0
0.29775649609630589,2.5499999999999998,0,2.5499999999999998,2.54993998804113,2.5334703960065417,2.5334703960065417,28,28.000021122523012,0
0.30905756325715433,2.5499999999999998,0,2.5499999999999998,2.5499377154569443,2.5331608591617014,2.5331608591617014,28,28.000022335089181,0
0.32035863041800278,2.5499999999999998,0,2.5499999999999998,2.5499354431500931,2.5328569758392621,2.5328569758392621,28,28.000023569937508,0
0.33165969757885122,2.5499999999999998,0,2.5499999999999998,2.5499331711156015,2.5325584493627948,2.5325584493627948,28,28.000024826667985,0
0.34296076473969966,2.5499999999999998,0,2.5499999999999998,2.5499308993487517,2.5322650081703704,2.5322650081703704,28,28.000026104901249,0
0.35426183190054811,2.5499999999999998,0,2.5499999999999998,2.5499286278450599,2.5319764028908152,2.5319764028908152,28,28.000027404276857,0
0.36789123111404382,2.5499999999999998,0,2.5499999999999998,2.5499258886928713,2.5316344448864201,2.5316344448864201,28,28.000028998998172,0
0.38152063032753952,2.5499999999999998,0,2.5499999999999998,2.5499231499101502,2.5312988185565213,2.5312988185565213,28,28.000030623402012,0
0.39515002954103523,2.5499999999999998,0,2.5499999999999998,2.5499204114901795,2.5309691874066869,2.5309691874066869,28,28.000032276948254,0
0.40877942875453094,2.5499999999999998,0,2.5499999999999998,2.5499176734265907,2.5306452437743499,2.5306452437743499,28,28.000033959125005,0
0.42240882796802665,2.5499999999999998,0,2.5499999999999998,2.5499149357133408,2.5303267054823442,2.5303267054823442,28,28.000035669446223,0
0.43603822718152235,2.5499999999999998,0,2.5499999999999998,2.5499121983446771,2.5300133129363798,2.5300133129363798,28,28.0000374074496,0
0.4524063797630769,2.5499999999999998,0,2.5499999999999998,2.549908911364426,2.529643410177536,2.529643410177536,28,28.000039530660544,0
0.46877453234463146,2.5499999999999998,0,2.5499999999999998,2.549905624864262,2.5292802037366369,2.5292802037366369,28,28.000041692437669,0
0.48514268492618601,2.5499999999999998,0,2.5499999999999998,2.5499023388356448,2.5289233457209943,2.5289233457209943,28,28.000043892094531,0
0.50151083750774061,2.5499999999999998,0,2.5499999999999998,2.5498990532704742,2.5285725173965408,2.5285725173965408,28,28.000046128979783,0
