time_s,q2_center_T,q1_center_T,q2_surface_T,q1_surface_T,q2_center_C,q1_center_C,q2_surface_C,q1_surface_C
35.0,28.00000000000183,28.000000000053117,28.026127939491975,28.03650594714635,2.55,2.55,2.3774967960639857,2.365598384583743
36.0,28.00000000000343,28.000000000091937,28.02724328345745,28.038045840339837,2.55,2.55,2.3751546138297943,2.363092694067481
37.0,28.000000000006228,28.000000000154785,28.028373555915884,28.039605361919794,2.55,2.55,2.3728475874274784,2.3606244854659133
38.0,28.00000000001096,28.00000000025403,28.029518536627677,28.041184198112052,2.55,2.55,2.370574300660659,2.3581922452482273
39.0,28.000000000018794,28.000000000407155,28.030678014149466,28.04278204779814,2.55,2.55,2.3683334299386396,2.355794558894123
40.0,28.0000000000314,28.000000000638437,28.031851785268618,28.04439862169548,2.55,2.55,2.3661237360685456,2.3534301020594777
41.0,28.000000000051255,28.00000000098093,28.033039654482995,28.046033641609895,2.55,2.55,2.3639440568748395,2.35109763273011
42.0,28.000000000081876,28.000000001478835,28.034241433528447,28.047686839752558,2.55,2.55,2.361793300682091,2.348795984231978
43.0,28.000000000128146,28.00000000219044,28.035456940943206,28.049357958114207,2.55,2.55,2.3596704404424544,2.346524058986264
44.0,28.00000000019682,28.000000003191367,28.03668600166933,28.05104674789078,2.55,2.55,2.3575745085003654,2.344280822914568
45.0,28.000000000296968,28.000000004578467,28.037928446687783,28.052752968955083,2.55,2.55,2.3555045919201056,2.342065300413359
46.0,28.00000000044069,28.00000000647419,28.039184112680854,28.05447638936986,2.55,2.55,2.3534598282541466,2.339876569828472
47.0,28.000000000643865,28.00000000903151,28.04045284171901,28.056216784938258,2.55,2.55,2.3514394017001443,2.337713759370124
48.0,28.00000000092704,28.00000001243943,28.04173448097306,28.057973938787946,2.55,2.55,2.3494425396554424,2.3355760434171877
49.0,28.000000001316515,28.00000001692911,28.043028882445213,28.059747640985854,2.55,2.55,2.3474685095583108,2.3334626391662923
50.0,28.000000001845528,28.000000022780483,28.04433590272194,28.061537688180586,2.55,2.55,2.345516616056812,2.3313728035872465
51.0,28.000000002555666,28.00000003032952,28.045655402743996,28.06334388327011,2.55,2.55,2.343586198426678,2.3293058306512386
52.0,28.000000003498446,28.000000039976022,28.046987247591392,28.06516603509235,2.55,2.55,2.3416766282020136,2.3272610488025256
53.0,28.000000004737036,28.00000005219197,28.048331306282904,28.067003958136844,2.55,2.55,2.339787307008143,2.3252378186479596
54.0,28.000000006348277,28.000000067530337,28.049687451589126,28.068857472275443,2.55,2.55,2.3379176645839617,2.3232355308418615
55.0,28.00000000842476,28.000000086634476,28.051055559856795,28.070726402510793,2.55,2.55,2.336067156953949,2.3212536041464125
56.0,28.000000011077248,28.000000110247868,28.05243551084611,28.072610578740743,2.55,2.55,2.3342352647745646,2.3192914836500984
57.0,28.00000001443722,28.00000013922434,28.053827187576875,28.074509835537658,2.55,2.55,2.33242149179428,2.3173486391287272
58.0,28.000000018659655,28.000000174538616,28.055230476186207,28.076424011941445,2.55,2.55,2.3306253634605922,2.3154245635353394
59.0,28.000000023926,28.000000217297206,28.05664526579235,28.078352951265025,2.55,2.55,2.328846425601418,2.3135187716068226
60.0,28.00000003044736,28.000000268749563,28.05807144836597,28.080296500911516,2.55,2.55,2.3270842432003866,2.3116307985763984
61.0,28.00000003846792,28.00000033029946,28.059543114079634,28.082302586020937,2.55,2.55,2.325338434754391,2.309760216338973
62.0,28.00000004826843,28.000000403516555,28.061053859570777,28.084362142576275,2.55,2.55,2.323608614707125,2.3079065945147303
63.0,28.00000006017,28.000000490148047,28.062593628250788,28.086460972735086,2.55,2.55,2.321894393178889,2.306069517998882
64.0,28.000000074538004,28.00000059213042,28.06415878228773,28.088593927154406,2.55,2.55,2.3201953987579045,2.3042485911382435
65.0,28.00000009178615,28.000000711601242,28.06574718547322,28.090757976897354,2.55,2.55,2.318511275308141,2.302443434380326
66.0,28.000000112380718,28.000000850910833,28.067357372656016,28.0929510392394,2.55,2.55,2.31684168073268,2.300653683028981
67.0,28.000000136844932,28.000001012634012,28.0689882455262,28.095171554237844,2.55,2.55,2.31518628606627,2.298878986325374
68.0,28.00000016576337,28.000001199581536,28.0706389379141,28.09741828831979,2.55,2.55,2.313544774729505,2.2971190066616245
69.0,28.00000019978668,28.000001414811518,28.07230873685182,28.099690227775024,2.55,2.55,2.3119168418347327,2.2953734188736257
70.0,28.000000239636197,28.000001661640574,28.073997040685946,28.101986516262283,2.55,2.55,2.3103021935794072,2.293641909593581
71.0,28.00000028610858,28.000001943654695,28.075703330820296,28.104306414405823,2.55,2.55,2.3087005466928927,2.2919241766500713
72.0,28.000000340080973,28.000002264719924,28.077427150578384,28.106649273005193,2.55,2.55,2.307111627864955,2.29021992851013
73.0,28.000000402515546,28.000002628992558,28.07916809404189,28.109014514220565,2.55,2.55,2.305535173294061,2.2885288837587385
74.0,28.000000474464386,28.000003040929204,28.08092579608863,28.111401617809957,2.55,2.55,2.303970928229004,2.2868507706111654
75.0,28.000000557074753,28.000003505296224,28.08269992428773,28.113810110941802,2.55,2.55,2.3024186465034586,2.2851853264555535
76.0,28.000000651593677,28.000004027179017,28.084490174131346,28.116239560535067,2.55,2.55,2.3008780901603556,2.2835322974249714
77.0,28.000000759372924,28.00000461199062,28.086296264797713,28.118689567137203,2.55,2.55,2.299349029071122,2.2818914379940196
78.0,28.00000088187412,28.000005265480088,28.088117935481193,28.12115976010822,2.55,2.55,2.29783124055763,2.280262510598879
79.0,28.00000102067339,28.000005993740253,28.089954942861354,28.12364979379147,2.55,2.55,2.296324509070271,2.2786452852799925
80.0,28.000001177466178,28.000006803215115,28.09180705897693,28.12615934441657,2.55,2.55,2.2948286258765727,2.2770395393463634
81.0,28.000001354071816,28.00000770070658,28.09367406940341,28.128688107470175,2.55,2.55,2.293343388762996,2.2754450570573144
82.0,28.00000155243834,28.000008693380945,28.095555771700703,28.131235795526564,2.55,2.55,2.2918686017513132,2.2738616293221168
83.0,28.000001774646943,28.00000978877466,28.097451974063542,28.13380213642653,2.55,2.55,2.290404074827974,2.2722890534158617
84.0,28.00000202291644,28.00001099479964,28.099362494298692,28.136386871757317,2.55,2.55,2.2889496236963587,2.270727132712144
85.0,28.000002299607708,28.000012319748162,28.101287158658955,28.138989755531743,2.55,2.55,2.287505069520588,2.2691756764295867
86.0,28.00000260722769,28.00001377229704,28.10322580150682,28.141610553037637,2.55,2.55,2.2860702387299137,2.2676344993912703
87.0,28.00000294843351,28.000015361511508,28.10517826438041,28.14424903984686,2.55,2.55,2.284644962792729,2.2661034217968687
88.0,28.00000332603661,28.000017096848524,28.107144395344527,28.14690500094486,2.55,2.55,2.2832290780024,2.264582269005831
89.0,28.000003743006236,28.00001898815952,28.109124048619428,28.14957822998074,2.55,2.55,2.2818224253075665,2.2630708713328693
90.0,28.0000042024732,28.0000210456927,28.111117083984748,28.152268528604854,2.55,2.55,2.2804248501172073,2.2615690638539796
91.0,28.000004707733424,28.000023280094815,28.113123366340783,28.154975705872996,2.55,2.55,2.279036202121788,2.260076686221621
92.0,28.000005262251157,28.00002570241257,28.115142765392534,28.15769957771275,2.55,2.55,2.27765633513587,2.258593582488694
93.0,28.000005869662097,28.000028324093428,28.11717515533845,28.160439966453907,2.55,2.55,2.2762851069440098,2.257119600942028
94.0,28.000006533776812,28.00003115698621,28.11922041445283,28.16319670038923,2.55,2.55,2.2749223791280526,2.2556545939410317
95.0,28.00000725858257,28.000034213341085,28.121278425070084,28.165969613404066,2.55,2.55,2.2735680169723693,2.254198417767887
96.0,28.000008048247206,28.000037505809157,28.123349073062172,28.1687585446307,2.55,2.55,2.2722218892721733,2.252750932483522
97.0,28.00000890712041,28.000041047441783,28.125432247857287,28.17156333813197,2.55,2.55,2.2708838682590007,2.2513120017900055
98.0,28.000009839736812,28.00004485168947,28.127527842073505,28.174383842613086,2.55,2.55,2.2695538294383546,2.2498814928991937
99.0,28.000010850817784,28.000048932400535,28.129635751393472,28.177219911158772,2.55,2.55,2.268231651488745,2.2484592764074502
100.0,28.000011945273112,28.000053303819342,28.131755874423785,28.180071400996454,2.55,2.55,2.266917216156435,2.2470452261768905
101.0,28.000013128203605,28.000057980584486,28.133888112448474,28.18293817326643,2.55,2.55,2.2656104081214896,2.245639219218734
102.0,28.00001440490147,28.0000629777264,28.13603236942811,28.18582009283072,2.55,2.55,2.2643111149357202,2.2442411355869534
103.0,28.000015780853367,28.000068310665085,28.138188551700715,28.188717028082934,2.55,2.55,2.2630192268738414,2.242850858273387
104.0,28.000017261739867,28.000073995207323,28.140356568044538,28.191628850775086,2.55,2.55,2.261734636898028,2.2414682731079774
105.0,28.000018853438547,28.000080047543985,28.142536329392673,28.194555435858128,2.55,2.55,2.260457240509102,2.2400932686636557
106.0,28.000020562023003,28.000086484247095,28.144727748887075,28.197496661329367,2.55,2.55,2.2591869357204946,2.2387257361637087
107.0,28.00002239376557,28.000093322266686,28.146930741650344,28.20045240809937,2.55,2.55,2.2579236229225303,2.237365569396099
108.0,28.00002435513638,28.000100578927633,28.149145224797998,28.203422559860833,2.55,2.55,2.256667204850321,2.236012664628879
109.0,28.000026452805386,28.000108271926383,28.151371117275705,28.206407002968586,2.55,2.55,2.2554175864704016,2.2346669205300014
110.0,28.00002869364175,28.000116419327554,28.153608339837668,28.20940562632778,2.55,2.55,2.2541746749378175,2.2333282380905892
111.0,28.000031084715054,28.00012503956053,28.15585681493113,28.212418321286393,2.55,2.55,2.2529383795047053,2.231996520550149
112.0,28.000033633294997,28.00013415141598,28.15811646665807,28.21544498153982,2.55,2.55,2.251708611469529,2.230671673327177
113.0,28.000036346851783,28.00014377404227,28.160387220696627,28.21848550303634,2.55,2.55,2.2504852841071004,2.2293536039504347
114.0,28.000039233056327,28.000153926941895,28.162669004239255,28.221539783890137,2.55,2.55,2.249268312604844,2.228042221993716
115.0,28.000042299780247,28.000164629967887,28.164961745930665,28.22460772429949,2.55,2.55,2.2480576140029074,2.22673743901331
116.0,28.000045555095223,28.000175903320173,28.16726537584138,28.22768922646794,2.55,2.55,2.2468531071530777,2.2254391684869774
117.0,28.000049007273944,28.000187767541867,28.16957982536698,28.23078419453349,2.55,2.55,2.245654712634143,2.2241473257571873
118.0,28.000052664788214,28.00020024351556,28.17190502724766,28.23389253449818,2.55,2.55,2.2444623527437075,2.2228618279748273
119.0,28.000056536310723,28.00021335245964,28.174240915440304,28.23701415416294,2.55,2.55,2.243275951391707,2.221582594045665
120.0,28.00006063071253,28.00022711592449,28.176587425155105,28.24014896306458,2.55,2.55,2.2420954341084864,2.220309544578228
121.0,28.000064957066638,28.00024155578946,28.178900734790023,28.243236073210433,2.55,2.55,2.2409206987224937,2.219042596016502
122.0,28.000069524635663,28.000256694255995,28.18118887756876,28.246286677392778,2.55,2.55,2.2397516523218894,2.217781673253701
123.0,28.00007434288884,28.000272553848347,28.183464549713584,28.249318467410856,2.55,2.55,2.2385882281480827,2.2165267034183636
124.0,28.00007942148965,28.000289157406627,28.18573222762342,28.252337697260497,2.55,2.55,2.237430359346757,2.2152776140584405
125.0,28.000084770298084,28.00030652808366,28.187994467094548,28.255347944947715,2.55,2.55,2.2362779799981256,2.2140343339397317
126.0,28.00009039936981,28.000324689340918,28.190252969949448,28.258351597260262,2.55,2.55,2.2351310252862273,2.212796793146096
127.0,28.000096318955432,28.00034366494456,28.192508967589614,28.261350384812697,2.55,2.55,2.2339894315473727,2.211564923090683
128.0,28.000102539499657,28.000363478961315,28.194763400851052,28.2643456310121,2.55,2.55,2.2328531362789836,2.2103386565013277
129.0,28.00010907164034,28.000384155754308,28.197017015258155,28.26733838565188,2.55,2.55,2.2317220781313627,2.2091179273962998
130.0,28.000115926207595,28.00040571997886,28.199270416840722,28.27032950457475,2.55,2.55,2.2305961968917303,2.207902671056208
131.0,28.00012311422276,28.000428196578238,28.20152411061981,28.273319700101336,2.55,2.55,2.2294754334633344,2.2066928239943513
132.0,28.000130646897336,28.000451610779297,28.203778522727024,28.276309574863966,2.55,2.55,2.228359729843659,2.205488323926681
133.0,28.000138535631937,28.000475988088088,28.206034018124768,28.27929964568645,2.55,2.55,2.227249029100348,2.2042891097419255
134.0,28.000146792015087,28.00050135428535,28.208290912918674,28.28229036058774,2.55,2.55,2.2261432753477766,2.203095121472166
135.0,28.000155427822058,28.000527735422022,28.21054948371349,28.28528211153406,2.55,2.55,2.2250424137217575,2.2019063002640555
136.0,28.000164455013568,28.00055515781454,28.212809973938292,28.28827524420799,2.55,2.55,2.2239463903566636,2.200722588350727
137.0,28.00017388573452,28.00058364804023,28.215072599720475,28.29127006552773,2.55,2.55,2.222855152360789,2.1995439290244447
138.0,28.00018373231259,28.00061323293249,28.21733755381048,28.29426684951934,2.55,2.55,2.221768647793812,2.198370266610065
139.0,28.000194007256894,28.000643939575962,28.21960500891543,28.297265842119963,2.55,2.55,2.2206868256442394,2.1972015464392336
140.0,28.000204723256473,28.000675795301646,28.22187512052381,28.300267265070207,2.55,2.55,2.219609635807063,2.1960377148253567
141.0,28.000215893178847,28.000708827681894,28.224148029324788,28.303271319068706,2.55,2.55,2.2185370290618964,2.194878719039309
142.0,28.00022753006836,28.000743064525352,28.226423862971014,28.306278186400185,2.55,2.55,2.2174689570519988,2.193724507285885
143.0,28.000239647144664,28.000778533871888,28.228702737832435,28.30928803313223,2.55,2.55,2.216405372263467,2.192575028680989
144.0,28.000252257801,28.000815263987374,28.230984760035764,28.31230101098977,2.55,2.55,2.215346228005506,2.191430233229502
145.0,28.000265375602503,28.000853283358428,28.23327002656714,28.3153172589611,2.55,2.55,2.2142914783911234,2.190290071803752
146.0,28.00027901428443,28.000892620687154,28.23555862637756,28.318336904641367,2.55,2.55,2.213241078318107,2.1891544961227107
147.0,28.00029318775034,28.00093330488573,28.23785064121998,28.32136006539691,2.55,2.55,2.212194983450536,2.1880234587318017
148.0,28.000307910070237,28.000975365071024,28.240146146353233,28.32438684937757,2.55,2.55,2.2111531502011177,2.1868969129833364
149.0,28.000323195478682,28.00101883055909,28.242445211207848,28.327417356411775,2.55,2.55,2.210115535713603,2.185774813017493
150.0,28.00033905837278,28.00106373085962,28.244747899846768,28.33045167878352,2.55,2.55,2.209082097846289,2.1846571137438833
151.0,28.000355513310318,28.001110095670423,28.247054271670386,28.333489901922498,2.55,2.55,2.208052795154403,2.1835437708236016
152.0,28.00037257500747,28.001157954871722,28.249364381424865,28.336532105000334,2.55,2.55,2.2070275868763565,2.182434740651887
153.0,28.000390258336946,28.00120733852045,28.251678279985477,28.33957836145982,2.55,2.55,2.2060064329160283,2.181329980341302
154.0,28.000408578325686,28.001258276844542,28.253996014415353,28.342628739496895,2.55,2.55,2.2049892938293953,2.1802294477053397
155.0,28.000427550152644,28.001310800237054,28.256317628389862,28.34568330248702,2.55,2.55,2.2039761308095973,2.1791331012425514
156.0,28.00044718914674,28.00136493925024,28.25864316253524,28.348742109366643,2.55,2.55,2.2029669056714956,2.1780409001211396
157.0,28.00046751078438,28.001420724589618,28.26097265453357,28.351805214988044,2.55,2.55,2.2019615808397384,2.176952804163843
158.0,28.00048853068718,28.001478187107907,28.263306139415647,28.354872670420022,2.55,2.55,2.20096011933434,2.1758687738334515
159.0,28.0005102646197,28.001537357798743,28.265643649803092,28.357944523228717,2.55,2.55,2.199962484756926,2.1747887702186555
160.0,28.00053272848686,28.00159826779048,28.267985215994862,28.36102081773014,2.55,2.55,2.1989686412794285,2.173712755020318
161.0,28.00055593833162,28.001660948339783,28.27033086619784,28.36410159522772,2.55,2.55,2.197978553630346,2.172640690537999
162.0,28.000579910332306,28.001725430825022,28.27268062663222,28.36718689421425,2.55,2.55,2.196992187083958,2.171572539657121
163.0,28.00060466080014,28.001791746739663,28.275034521669305,28.370276750571282,2.55,2.55,2.1960095074479407,2.170508265836224
164.0,28.000630206176485,28.001859927685416,28.277392573975398,28.37337119774365,2.55,2.55,2.19503048105239,2.1694478330946887
165.0,28.000656563030226,28.00193000536523,28.279754804600596,28.376470266899354,2.55,2.55,2.194055074738672,2.1683912060008055
166.0,28.00068374805494,28.00200201157626,28.28212123311004,28.379573987081443,2.55,2.55,2.1930832558485895,2.167338349660043
167.0,28.000711778066144,28.00207597820251,28.284491877668216,28.38268238533713,2.55,2.55,2.1921149922139347,2.166289229703893
168.0,28.000740669998333,28.002151937207366,28.2868667551326,28.385795486847687,2.55,2.55,2.191150252146249,2.1652438122787765
169.0,28.000770440902095,28.00222992062604,28.289245881135287,28.388913315043798,2.55,2.55,2.1901890044268493,2.1642020640353294
170.0,28.000801107940738,28.00230996055776,28.29162927013158,28.39203589171201,2.55,2.55,2.189231218298096,2.163163952117992
171.0,28.000832688387693,28.00239208915794,28.294016935516687,28.395163237096344,2.55,2.55,2.188276863452211,2.162129444154759
172.0,28.000865199623572,28.002476338630046,28.296408889720343,28.398295369985743,2.55,2.55,2.187325910021132,2.1610985082474268
173.0,28.00089865913111,28.002562741217407,28.298805144076926,28.401432307801574,2.55,2.55,2.18637832857446,2.1600711129618895
174.0,28.00093308449508,28.00265132919497,28.30120570919369,28.404574066676677,2.55,2.55,2.1854340900986426,2.159047227318768
175.0,28.000968493395117,28.002742134860785,28.303610594677572,28.40772066152873,2.55,2.55,2.184493166002006,2.158026820784278
176.0,28.001004903605146,28.002835190527602,28.30601980940338,28.41087210613059,2.55,2.55,2.1835555280965013,2.1570098632612553
177.0,28.001042332988888,28.002930528514213,28.30843336149879,28.41402841317166,2.55,2.55,2.1826211485926983,2.155996325080587
178.0,28.00108079949468,28.003028181136713,28.31085125829543,28.417189594319044,2.55,2.55,2.1816900000967867,2.154986176992692
179.0,28.001120321155163,28.003128180699957,28.31327350654454,28.420355660273312,2.55,2.55,2.1807620555926768,2.1539793901592925
180.0,28.001160916080575,28.003230559488667,28.315700112313174,28.42352662082174,2.55,2.55,2.1798372884431667,2.152975936145309
181.0,28.001202602470297,28.003335349761755,28.318095399662543,28.42665335062561,2.55,2.55,2.178915658703427,2.1519757927770815
182.0,28.001245398549333,28.00344258373167,28.32046599088708,28.429744973595877,2.55,2.55,2.1779971215247445,2.1509789313504792
183.0,28.001289322655207,28.003552293573424,28.322822297839828,28.43281586368857,2.55,2.55,2.1770816509606634,2.1499853228940697
184.0,28.00133439317316,28.003664511404175,28.325168027768896,28.43587114949119,2.55,2.55,2.176169222061719,2.148994939901777
185.0,28.001380628547196,28.003779269277484,28.32750531954124,28.43891379514695,2.55,2.55,2.175259810307936,2.1480077554900876
186.0,28.001428047276065,28.003896599174816,28.329835611047432,28.441945800309597,2.55,2.55,2.1743533915270503,2.147023743248846
187.0,28.001476667909042,28.004016532997113,28.33215995870914,28.444968632834406,2.55,2.55,2.17344994186786,2.1460428771831874
188.0,28.001526509041884,28.004139102556454,28.334479177262168,28.447983429418457,2.55,2.55,2.17254943778868,2.1450651316831526
189.0,28.001577589312536,28.004264339567843,28.336793922532895,28.450991104396653,2.55,2.55,2.171651856049515,2.1440904815043593
190.0,28.001629927397047,28.004392275641145,28.33910473548034,28.453992413534312,2.55,2.55,2.170757173706571,2.143118901754153
191.0,28.00168354200533,28.004522942273255,28.341412071994487,28.456987995210316,2.55,2.55,2.1698653681073177,2.1421503678805944
192.0,28.0017384518769,28.00465637084025,28.343716323954553,28.459978397789758,2.55,2.55,2.168976416885662,2.141184855663229
193.0,28.001794675776615,28.004792592589943,28.346017832260518,28.462964098735867,2.55,2.55,2.1680902979575123,2.140222341204978
194.0,28.001852232490815,28.004931638634453,28.348316896134822,28.465945518638154,2.55,2.55,2.1672069895166812,2.1392628009247563
195.0,28.001911140822788,28.005073539943076,28.35061378180067,28.468923031539134,2.55,2.55,2.166326470030203,2.138306211550675
196.0,28.001971419588592,28.005218327335285,28.352908728010856,28.47189697273571,2.55,2.55,2.16544871823395,2.137352550113673
197.0,28.00203308761321,28.005366031474058,28.355201949787165,28.474867644962206,2.55,2.55,2.1645737131287524,2.1364017939414564
198.0,28.002096163726126,28.005516682859305,28.357493642475514,28.477835323243472,2.55,2.55,2.1637014339757936,2.135453920652716
199.0,28.002160666757316,28.00567031182161,28.35978398439878,28.480800258790904,2.55,2.55,2.162831860292537,2.134508908151585
200.0,28.00222661553331,28.005826948516162,28.362073139030333,28.48376268210451,2.55,2.55,2.161964971848682,2.133566734622304
201.0,28.002294028873212,28.005986622916936,28.36436125683779,28.48672280559841,2.55,2.55,2.16110074866212,2.1326273785240533
202.0,28.00236292558474,28.00614936481117,28.3666484768907,28.48968082578722,2.55,2.55,2.160239170994896,2.13169081858594
203.0,28.00243332446035,28.00631520379391,28.368934928149386,28.492636925103703,2.55,2.55,2.1593802193492495,2.130757033802138
204.0,28.002505244273348,28.00648416926304,28.37122073078416,28.495591273412,2.55,2.55,2.1585238744636768,2.12982600342717
205.0,28.002578703774162,28.006656290414345,28.37350599695453,28.498544029312914,2.55,2.55,2.157670117309129,2.128897706971316
206.0,28.002653721686737,28.006831596236943,28.375790831467096,28.501495341283093,2.55,2.55,2.156818929085323,2.1279721241961336
207.0,28.002730316704778,28.007010115508955,28.3780753327663,28.504445348642573,2.55,2.55,2.155970291216927,2.127049235110101
208.0,28.002808507488318,28.007191876793286,28.380359593206936,28.507394182426147,2.55,2.55,2.1551241853500485,2.126129019964341
209.0,28.002888312660243,28.007376908433745,28.382643699765044,28.510341966106875,2.55,2.55,2.1542805933486413,2.1252114592484745
210.0,28.002969750802826,28.007565238551443,28.3849277345445,28.513288816239292,2.55,2.55,2.1534394972909436,2.124296533686575
211.0,28.003052840454494,28.007756895041314,28.387211775143236,28.51623484303615,2.55,2.55,2.1526008794661,2.1233842242332015
212.0,28.00313760010664,28.00795190556888,28.38949589495524,28.519180150884814,2.55,2.55,2.151764722370837,2.1224745120695303
213.0,28.003224048200185,28.00815029756726,28.391780163752514,28.522124838798586,2.55,2.55,2.150931008705892,2.1215673785995737
214.0,28.003312203122974,28.0083520982343,28.39406464758391,28.525069000833525,2.55,2.55,2.1500997213731368,2.120662805446464
215.0,28.00340208320632,28.008557334529964,28.39634940939951,28.528012726445056,2.55,2.55,2.1492708434720185,2.119760774448846
216.0,28.003493706722516,28.008766033173796,28.39863450897286,28.530956100814908,2.55,2.55,2.1484443582967434,2.118861267657338
217.0,28.003587091881823,28.00897822064273,28.40092000330629,28.533899205145786,2.55,2.55,2.1476202493330554,2.11796426733108
218.0,28.003682256829702,28.009193923168816,28.403205946761187,28.536842116934373,2.55,2.55,2.1467985002551813,2.1170697559343252
219.0,28.003779219644535,28.00941316673715,28.40549239119745,28.539784910208798,2.55,2.5500000000000007,2.145979094923153,2.116177716133148
220.0,28.00387799833437,28.009635977084063,28.407779386263282,28.542727655757442,2.55,2.55,2.1451620173794064,2.115288130792191
221.0,28.003978610835258,28.009862379695072,28.41006697936614,28.54567042133029,2.55,2.55,2.1443472518465567,2.114400982971479
222.0,28.00408107500806,28.010092399803234,28.412355215976053,28.54861327182295,2.55,2.55,2.143534782724027,2.1135162559233196
223.0,28.00418540863694,28.010326062387332,28.414644139557186,28.55155626945162,2.55,2.5500000000000003,2.142724594585923,2.1126339330892323
224.0,28.00429162942573,28.010563392170226,28.41693379196228,28.554499473901544,2.55,2.5500000000000003,2.141916672177376,2.111753998096996
225.0,28.00439975499768,28.010804413617215,28.419224213133397,28.557442942475213,2.55,2.55,2.141111000413388,2.110876434757713
226.0,28.004509802890897,28.011049150934312,28.421515441650794,28.560386730225847,2.55,2.5500000000000003,2.1403075643744023,2.110001227062945
227.0,28.00462179055856,28.011297628066668,28.423807514412363,28.563330890079353,2.55,2.55,2.139506349305605,2.1091283591819128
228.0,28.0047357353652,28.011549868696903,28.426100466975125,28.566275472951357,2.55,2.549999999999999,2.1387073406130925,2.108257815458726
