time_s,step_s,temperature_min_C,temperature_max_C,moisture_min,moisture_max,surface_temperature_C,surface_moisture,mean_temperature_C,mean_moisture,surface_heat_flux,surface_moisture_flux,cumulative_moisture_flux
4.461716878228138769e-04,2.450764765887374378e-05,2.800000000000000000e+01,2.800000000122547661e+01,2.549373566498108978e+00,2.549999999999999822e+00,2.800000000122547661e+01,2.549373566498108978e+00,2.800000000000065725e+01,2.549999909695881861e+00,-9.812713441803566639e-05,2.023794850878394511e-06,9.030411777256681464e-10
4.809091427944673443e-04,3.473745497165346740e-05,2.800000000000000000e+01,2.800000000137160683e+01,2.549348403600967927e+00,2.549999999999999822e+00,2.800000000137160683e+01,2.549348403600967927e+00,2.800000000000076383e+01,2.549999902665768925e+00,-1.057657212477636222e-04,2.023774720380046523e-06,9.733423082782738304e-10
5.156465977661208117e-04,3.473745497165346740e-05,2.800000000000000000e+01,2.800000000152312651e+01,2.549324183267455357e+00,2.549999999999999822e+00,2.800000000152312651e+01,2.549324183267455357e+00,2.800000000000088107e+01,2.549999895635724378e+00,-1.134041733408253094e-04,2.023755343932601809e-06,1.043642752899162762e-09
5.503840527377743333e-04,3.473745497165352161e-05,2.800000000000000000e+01,2.800000000167985093e+01,2.549300805734771469e+00,2.549999999999999822e+00,2.800000000167985093e+01,2.549300805734771469e+00,2.800000000000100187e+01,2.549999888605746001e+00,-1.210424953157485106e-04,2.023736641725820024e-06,1.113942536350182929e-09
5.851215077094278549e-04,3.473745497165352161e-05,2.800000000000000000e+01,2.800000000184160598e+01,2.549278188367895659e+00,2.549999999999999822e+00,2.800000000184160598e+01,2.549278188367895659e+00,2.800000000000112621e+01,2.549999881575832017e+00,-1.286806915246074823e-04,2.023718547651684533e-06,1.184241680870652753e-09
6.198589626810813765e-04,3.473745497165352161e-05,2.800000000000000000e+01,2.800000000200824601e+01,2.549256261516304800e+00,2.549999999999999822e+00,2.800000000200824601e+01,2.549256261516304800e+00,2.800000000000126477e+01,2.549999874545979317e+00,-1.363187656089337452e-04,2.023701005989777416e-06,1.254540206592827751e-09
6.545964176527348981e-04,3.473745497165352161e-05,2.800000000000000000e+01,2.800000000217962892e+01,2.549234965375472672e+00,2.549999999999999822e+00,2.800000000217962892e+01,2.549234965375472672e+00,2.800000000000141398e+01,2.549999867516186569e+00,-1.439567211214409781e-04,2.023683968896476875e-06,1.324838131854901126e-09
7.035180259655591118e-04,4.892160831282421369e-05,2.800000000000000000e+01,2.800000000242878784e+01,2.549205945052076316e+00,2.549999999999999822e+00,2.800000000242878784e+01,2.549205945052076316e+00,2.800000000000163425e+01,2.549999857616056520e+00,-1.547132460366640316e-04,2.023660752383367249e-06,1.423839434903104252e-09
7.524396342783833255e-04,4.892160831282421369e-05,2.800000000000000000e+01,2.800000000268677525e+01,2.549177951491337524e+00,2.549999999999999822e+00,2.800000000268677525e+01,2.549177951491337524e+00,2.800000000000186873e+01,2.549999847716037493e+00,-1.654695501507319477e-04,2.023638357280383685e-06,1.522839622618288492e-09
8.013612425912075392e-04,4.892160831282421369e-05,2.800000000000000000e+01,2.800000000295329983e+01,2.549150882395458062e+00,2.549999999999999822e+00,2.800000000295329983e+01,2.549150882395458062e+00,2.800000000000211742e+01,2.549999837816126380e+00,-1.762256408355256099e-04,2.023616701749287789e-06,1.621838733122684964e-09
8.502828509040317529e-04,4.892160831282421369e-05,2.800000000000000000e+01,2.800000000322809512e+01,2.549124651801132568e+00,2.549999999999999822e+00,2.800000000322809512e+01,2.549124651801132568e+00,2.800000000000238742e+01,2.549999827916320072e+00,-1.869815248412010078e-04,2.023595717019435187e-06,1.720836800869329020e-09
8.992044592168559666e-04,4.892160831282421369e-05,2.800000000000000000e+01,2.800000000351092311e+01,2.549099186387018712e+00,2.549999999999999822e+00,2.800000000351092311e+01,2.549099186387018712e+00,2.800000000000266809e+01,2.549999818016614128e+00,-1.977372079409178696e-04,2.023575344433751931e-06,1.819833857204664034e-09
9.481260675296801803e-04,4.892160831282421369e-05,2.800000000000000000e+01,2.800000000380155640e+01,2.549074422783516258e+00,2.549999999999999822e+00,2.800000000380155640e+01,2.549074422783516258e+00,2.800000000000296652e+01,2.549999808117006772e+00,-2.084926959078359232e-04,2.023555533296557185e-06,1.918829930806314133e-09
1.016850411373054460e-03,6.872434384337427950e-05,2.800000000000000000e+01,2.800000000422263469e+01,2.549040716626146619e+00,2.549999999999999822e+00,2.800000000422263469e+01,2.549040716626146619e+00,2.800000000000340705e+01,2.549999794210347392e+00,-2.236015246737110829e-04,2.023528568013295091e-06,2.057896524945968796e-09
1.085574755216428631e-03,6.872434384337417108e-05,2.800000000000000000e+01,2.800000000465820094e+01,2.549008157199259106e+00,2.549999999999999822e+00,2.800000000465820094e+01,2.549008157199259106e+00,2.800000000000389022e+01,2.549999780303870089e+00,-2.387099911516088468e-04,2.023502520114418498e-06,2.196961297984659463e-09
1.154299099059802802e-03,6.872434384337417108e-05,2.800000000000000000e+01,2.800000000510778975e+01,2.548976634590965240e+00,2.549999999999999822e+00,2.800000000510778975e+01,2.548976634590965240e+00,2.800000000000439826e+01,2.549999766397568646e+00,-2.538181070654843552e-04,2.023477301670416745e-06,2.336024309861421536e-09
1.223023442903176973e-03,6.872434384337417108e-05,2.800000000000000000e+01,2.800000000557097835e+01,2.548946055611140515e+00,2.549999999999999822e+00,2.800000000557097835e+01,2.548946055611140515e+00,2.800000000000493117e+01,2.549999752491438176e+00,-2.689258829846608023e-04,2.023452838129190314e-06,2.475085614950445666e-09
1.291747786746551144e-03,6.872434384337417108e-05,2.800000000000000000e+01,2.800000000604737593e+01,2.548916340379856926e+00,2.549999999999999822e+00,2.800000000604737593e+01,2.548916340379856926e+00,2.800000000000549960e+01,2.549999738585473352e+00,-2.840333286791008049e-04,2.023429065586796742e-06,2.614145262882524353e-09
1.360472130589925315e-03,6.872434384337417108e-05,2.800000000000000000e+01,2.800000000653662013e+01,2.548887419644148000e+00,2.549999999999999822e+00,2.800000000653662013e+01,2.548887419644148000e+00,2.800000000000610356e+01,2.549999724679670177e+00,-2.991404532082242440e-04,2.023405928640863312e-06,2.753203299198788911e-09
1.458154781057273679e-03,9.768265046734836421e-05,2.800000000000000000e+01,2.800000000725349381e+01,2.548847562786373366e+00,2.549999999999999822e+00,2.800000000725349381e+01,2.548847562786373366e+00,2.800000000000700950e+01,2.549999704914660992e+00,-3.206127145105597265e-04,2.023374042646693605e-06,2.950853386781285559e-09
1.555837431524622044e-03,9.768265046734836421e-05,2.800000000000000000e+01,2.800000000799481015e+01,2.548809040786917723e+00,2.549999999999999822e+00,2.800000000799481015e+01,2.548809040786917723e+00,2.800000000000797939e+01,2.549999685149958228e+00,-3.420843646573246133e-04,2.023343224539179517e-06,3.148500412703467780e-09
1.653520081991970408e-03,9.768265046734836421e-05,2.800000000000000000e+01,2.800000000875978756e+01,2.548771727601732096e+00,2.549999999999999822e+00,2.800000000875978756e+01,2.548771727601732096e+00,2.800000000000901323e+01,2.549999665385552117e+00,-3.635554233660798218e-04,2.023313373483080979e-06,3.346144476215660162e-09
1.751202732459318772e-03,9.768265046734836421e-05,2.800000000000000000e+01,2.800000000954770485e+01,2.548735516118213251e+00,2.549999999999999822e+00,2.800000000954770485e+01,2.548735516118213251e+00,2.800000000001011102e+01,2.549999645621433331e+00,-3.850259084892115879e-04,2.023284403788316233e-06,3.543785667487045324e-09
1.848885382926667136e-03,9.768265046734836421e-05,2.800000000000000000e+01,2.800000001035792252e+01,2.548700314352202678e+00,2.549999999999999822e+00,2.800000001035792252e+01,2.548700314352202678e+00,2.800000000001127276e+01,2.549999625857592989e+00,-4.064958361915671503e-04,2.023256241867557981e-06,3.741424068931229942e-09
1.946568033394015500e-03,9.768265046734836421e-05,2.800000000000000000e+01,2.800000001118984017e+01,2.548666042373697316e+00,2.549999999999999822e+00,2.800000001118984017e+01,2.548666042373697316e+00,2.800000000001249134e+01,2.549999606094024429e+00,-4.279652213057261179e-04,2.023228823776804186e-06,3.939059756260536903e-09
2.082195128013298539e-03,1.356270946192830382e-04,2.800000000000000000e+01,2.800000001237986069e+01,2.548619869950374817e+00,2.549999999999999822e+00,2.800000001237986069e+01,2.548619869950374817e+00,2.800000000001429612e+01,2.549999578653811660e+00,-4.577734316058013064e-04,2.023191885132885131e-06,4.213461884221416731e-09
2.217822222632581577e-03,1.356270946192830382e-04,2.800000000000000000e+01,2.800000001360930213e+01,2.548575194791689924e+00,2.549999999999999822e+00,2.800000001360930213e+01,2.548575194791689924e+00,2.800000000001621814e+01,2.549999551214091831e+00,-4.875806563831019957e-04,2.023156144300676481e-06,4.487859084870639093e-09
2.353449317251864615e-03,1.356270946192830382e-04,2.800000000000000000e+01,2.800000001487693879e+01,2.548531879845302939e+00,2.549999999999999822e+00,2.800000001487693879e+01,2.548531879845302939e+00,2.800000000001826095e+01,2.549999523774848509e+00,-5.173869263686015074e-04,2.023121491638305694e-06,4.762251513026197750e-09
2.489076411871147653e-03,1.356270946192830382e-04,2.800000000000000000e+01,2.800000001618164092e+01,2.548489808029419823e+00,2.549999999999999822e+00,2.800000001618164092e+01,2.548489808029419823e+00,2.800000000002042810e+01,2.549999496336068816e+00,-5.471922696287379040e-04,2.023087833480338375e-06,5.036639309761304335e-09
2.624703506490430691e-03,1.356270946192830382e-04,2.800000000000000000e+01,2.800000001752239243e+01,2.548448878290403119e+00,2.549999999999999822e+00,2.800000001752239243e+01,2.548448878290403119e+00,2.800000000002271250e+01,2.549999468897739430e+00,-5.769967116542318308e-04,2.023055088983864219e-06,5.311022604347945984e-09
2.760330601109713729e-03,1.356270946192830382e-04,2.800000000000000000e+01,2.800000001889824475e+01,2.548409002486482500e+00,2.549999999999999822e+00,2.800000001889824475e+01,2.548409002486482500e+00,2.800000000002512124e+01,2.549999441459848359e+00,-6.068002761594470940e-04,2.023023187635466867e-06,5.585401515816357361e-09
2.944964733229538285e-03,1.846341321198245559e-04,2.800000000000000000e+01,2.800000002082609285e+01,2.548356274337816529e+00,2.549999999999999822e+00,2.800000002082609285e+01,2.548356274337816529e+00,2.800000000002859224e+01,2.549999404108326928e+00,-6.473715889576681093e-04,2.022981004156436466e-06,5.958916730887505288e-09
3.129598865349362841e-03,1.846341321198245559e-04,2.800000000000000000e+01,2.800000002281536027e+01,2.548305187913936010e+00,2.549999999999999822e+00,2.800000002281536027e+01,2.548305187913936010e+00,2.800000000003228706e+01,2.549999366757571995e+00,-6.879413663618549890e-04,2.022940134057234695e-06,6.332424280616188321e-09
3.314232997469187397e-03,1.846341321198245559e-04,2.800000000000000000e+01,2.800000002486419248e+01,2.548255598652809262e+00,2.549999999999999822e+00,2.800000002486419248e+01,2.548255598652809262e+00,2.800000000003620926e+01,2.549999329407560023e+00,-7.285096546461033995e-04,2.022900461688235465e-06,6.705924396542692437e-09
3.498867129589011953e-03,1.846341321198245559e-04,2.800000000000000000e+01,2.800000002697090551e+01,2.548207382257508424e+00,2.549999999999999822e+00,2.800000002697090551e+01,2.548207382257508424e+00,2.800000000004035527e+01,2.549999292058271028e+00,-7.690764959100704345e-04,2.022861887611897513e-06,7.079417290405762765e-09
3.683501261708836509e-03,1.846341321198245559e-04,2.800000000000000000e+01,2.800000002913395747e+01,2.548160430866703408e+00,2.549999999999999822e+00,2.800000002913395747e+01,2.548160430866703408e+00,2.800000000004472867e+01,2.549999254709684582e+00,-8.096419286118816672e-04,2.022824325539155923e-06,7.452903156842410265e-09
3.868135393828661065e-03,1.846341321198245559e-04,2.800000000000000000e+01,2.800000003135190951e+01,2.548114649975856683e+00,2.549999999999999822e+00,2.800000003135190951e+01,2.548114649975856683e+00,2.800000000004932232e+01,2.549999217361782478e+00,-8.502059889003987792e-04,2.022787699866381179e-06,7.826382175575021930e-09
4.117848115490607870e-03,2.497127216619468050e-04,2.800000000000000000e+01,2.800000003443661356e+01,2.548054448110299575e+00,2.549999999999999822e+00,2.800000003443661356e+01,2.548054448110299575e+00,2.800000000005589129e+01,2.549999166850804855e+00,-9.050656700537729193e-04,2.022739537075429429e-06,8.331491952484556852e-09
4.367560837152555109e-03,2.497127216619472387e-04,2.800000000000000000e+01,2.800000003761629941e+01,2.547996056546074417e+00,2.549999999999999822e+00,2.800000003761629941e+01,2.547996056546074417e+00,2.800000000006287948e+01,2.549999116341011618e+00,-9.599229766621419913e-04,2.022692822525543003e-06,8.836589886117381410e-09
4.617273558814502347e-03,2.497127216619472387e-04,2.800000000000000000e+01,2.800000004088821015e+01,2.547939321091385878e+00,2.549999999999999822e+00,2.800000004088821015e+01,2.547939321091385878e+00,2.800000000007027268e+01,2.549999065832368128e+00,-1.014777977648151364e-03,2.022647432863285840e-06,9.341676322329728646e-09
4.866986280476449586e-03,2.497127216619472387e-04,2.800000000000000000e+01,2.800000004424980204e+01,2.547884108466077713e+00,2.549999999999999822e+00,2.800000004424980204e+01,2.547884108466077713e+00,2.800000000007807799e+01,2.549999015324842411e+00,-1.069630736694193729e-03,2.022603261464533399e-06,9.846751578337303427e-09
5.116699002138396825e-03,2.497127216619472387e-04,2.800000000000000000e+01,2.800000004769874096e+01,2.547830302481214559e+00,2.549999999999999822e+00,2.800000004769874096e+01,2.547830302481214559e+00,2.800000000008629542e+01,2.549998964818405600e+00,-1.124481311975955578e-03,2.022560215378136378e-06,1.035181594649651858e-08
5.366411723800344064e-03,2.497127216619472387e-04,2.800000000000000000e+01,2.800000005123287039e+01,2.547777800956941174e+00,2.549999999999999822e+00,2.800000005123287039e+01,2.547777800956941174e+00,2.800000000009492140e+01,2.549998914313030607e+00,-1.179329757494684827e-03,2.022518212860212046e-06,1.085686969739441981e-08
5.700815234437718940e-03,3.344035106373748761e-04,2.800000000000000000e+01,2.800000005609555487e+01,2.547709380503123899e+00,2.549999999999999822e+00,2.800000005609555487e+01,2.547709380503123899e+00,2.800000000010711432e+01,2.549998846680231246e+00,-1.252776962701318553e-03,2.022463474758259628e-06,1.153319768947590342e-08
6.035218745075093816e-03,3.344035106373748761e-04,2.800000000000000000e+01,2.800000006110297335e+01,2.547642948540410845e+00,2.549999999999999822e+00,2.800000006110297335e+01,2.547642948540410845e+00,2.800000000012004620e+01,2.549998779049235775e+00,-1.326220549557888262e-03,2.022410327449191085e-06,1.220950764685170678e-08
6.369622255712468692e-03,3.344035106373748761e-04,2.800000000000000000e+01,2.800000006625104376e+01,2.547578341122610723e+00,2.549999999999999822e+00,2.800000006625104376e+01,2.547578341122610723e+00,2.800000000013371704e+01,2.549998711419992681e+00,-1.399660620204912220e-03,2.022358639776052749e-06,1.288580007902781282e-08
6.704025766349843568e-03,3.344035106373748761e-04,2.800000000000000000e+01,2.800000007153602155e+01,2.547515415839264996e+00,2.549999999999999822e+00,2.800000007153602155e+01,2.547515415839264996e+00,2.800000000014812329e+01,2.549998643792454889e+00,-1.473097268078760180e-03,2.022308297810477994e-06,1.356207545462899304e-08
7.038429276987218444e-03,3.344035106373748761e-04,2.800000000000000000e+01,2.800000007695444282e+01,2.547454048009341498e+00,2.549999999999999822e+00,2.800000007695444282e+01,2.547454048009341498e+00,2.800000000016326496e+01,2.549998576166579767e+00,-1.546530579865645905e-03,2.022259201807640639e-06,1.423833420663258611e-08
