variable,time_h,value,segment
environment_temperature_C,0.34999999999999998,38.134,observed
environment_moisture,0.34999999999999998,0.02921,observed
environment_temperature_C,0.36666666666666664,38.767000000000003,observed
environment_moisture,0.36666666666666664,0.029610000000000001,observed
environment_temperature_C,0.38333333333333336,39.125,observed
environment_moisture,0.38333333333333336,0.030290000000000001,observed
environment_temperature_C,0.40000000000000002,39.457999999999998,observed
environment_moisture,0.40000000000000002,0.030509999999999999,observed
environment_temperature_C,0.41666666666666669,39.594999999999999,observed
environment_moisture,0.41666666666666669,0.030980000000000001,observed
environment_temperature_C,0.43333333333333335,40.061,observed
environment_moisture,0.43333333333333335,0.031370000000000002,observed
environment_temperature_C,0.45000000000000001,40.238,observed
environment_moisture,0.45000000000000001,0.031789999999999999,observed
environment_temperature_C,0.46666666666666667,40.621000000000002,observed
environment_moisture,0.46666666666666667,0.032190000000000003,observed
environment_temperature_C,0.48333333333333334,41.165999999999997,observed
environment_moisture,0.48333333333333334,0.032620000000000003,observed
environment_temperature_C,0.5,41.512999999999998,observed
environment_moisture,0.5,0.033070000000000002,observed
environment_temperature_C,0.51666666666666672,41.917999999999999,observed
environment_moisture,0.51666666666666672,0.033450000000000001,observed
environment_temperature_C,0.53333333333333333,41.951999999999998,observed
environment_moisture,0.53333333333333333,0.034029999999999998,observed
environment_temperature_C,0.55000000000000004,42.262999999999998,observed
environment_moisture,0.55000000000000004,0.034470000000000001,observed
environment_temperature_C,0.56666666666666665,42.588999999999999,observed
environment_moisture,0.56666666666666665,0.034759999999999999,observed
environment_temperature_C,0.58333333333333337,42.744999999999997,observed
environment_moisture,0.58333333333333337,0.035130000000000002,observed
environment_temperature_C,0.59999999999999998,42.984999999999999,observed
environment_moisture,0.59999999999999998,0.035580000000000001,observed
environment_temperature_C,0.6166666666666667,43.393000000000001,observed
environment_moisture,0.6166666666666667,0.036089999999999997,observed
environment_temperature_C,0.6333333333333333,43.533999999999999,observed
environment_moisture,0.6333333333333333,0.036459999999999999,observed
environment_temperature_C,0.65000000000000002,43.969999999999999,observed
environment_moisture,0.65000000000000002,0.03653,observed
environment_temperature_C,0.66666666666666663,44.101999999999997,observed
environment_moisture,0.66666666666666663,0.036940000000000001,observed
environment_temperature_C,0.68333333333333335,44.503,observed
environment_moisture,0.68333333333333335,0.037310000000000003,observed
environment_temperature_C,0.69999999999999996,44.662999999999997,observed
environment_moisture,0.69999999999999996,0.037659999999999999,observed
environment_temperature_C,0.71666666666666667,44.701000000000001,observed
environment_moisture,0.71666666666666667,0.038120000000000001,observed
environment_temperature_C,0.73333333333333328,45.137999999999998,observed
environment_moisture,0.73333333333333328,0.038399999999999997,observed
environment_temperature_C,0.75,45.323,observed
environment_moisture,0.75,0.038580000000000003,observed
environment_temperature_C,0.76666666666666672,45.323999999999998,observed
environment_moisture,0.76666666666666672,0.039030000000000002,observed
environment_temperature_C,0.78333333333333333,45.462000000000003,observed
environment_moisture,0.78333333333333333,0.039399999999999998,observed
environment_temperature_C,0.80000000000000004,45.817999999999998,observed
environment_moisture,0.80000000000000004,0.039539999999999999,observed
environment_temperature_C,0.81666666666666665,45.738999999999997,observed
environment_moisture,0.81666666666666665,0.040129999999999999,observed
environment_temperature_C,0.83333333333333337,45.93,observed
environment_moisture,0.83333333333333337,0.04011,observed
environment_temperature_C,0.84999999999999998,45.999000000000002,observed
environment_moisture,0.84999999999999998,0.040759999999999998,observed
environment_temperature_C,0.8666666666666667,46.512,observed
environment_moisture,0.8666666666666667,0.0407,observed
environment_temperature_C,0.8833333333333333,46.601999999999997,observed
environment_moisture,0.8833333333333333,0.041279999999999997,observed
environment_temperature_C,0.90000000000000002,46.761000000000003,observed
environment_moisture,0.90000000000000002,0.041570000000000003,observed
environment_temperature_C,0.91666666666666663,46.933,observed
environment_moisture,0.91666666666666663,0.041869999999999997,observed
environment_temperature_C,0.93333333333333335,46.911999999999999,observed
environment_moisture,0.93333333333333335,0.042049999999999997,observed
environment_temperature_C,0.94999999999999996,47.088999999999999,observed
environment_moisture,0.94999999999999996,0.042290000000000001,observed
environment_temperature_C,0.96666666666666667,47.008000000000003,observed
environment_moisture,0.96666666666666667,0.042470000000000001,observed
environment_temperature_C,0.98333333333333328,47.110999999999997,observed
environment_moisture,0.98333333333333328,0.042770000000000002,observed
environment_temperature_C,1,47.484999999999999,observed
environment_moisture,1,0.042720000000000001,observed
environment_temperature_C,1.0166666666666666,47.497999999999998,observed
environment_moisture,1.0166666666666666,0.043119999999999999,observed
environment_temperature_C,1.0333333333333334,47.646000000000001,observed
environment_moisture,1.0333333333333334,0.04333,observed
environment_temperature_C,1.05,47.840000000000003,observed
environment_moisture,1.05,0.04369,observed
environment_temperature_C,1.0666666666666667,47.872999999999998,observed
environment_moisture,1.0666666666666667,0.043729999999999998,observed
environment_temperature_C,1.0833333333333333,47.926000000000002,observed
environment_moisture,1.0833333333333333,0.043889999999999998,observed
environment_temperature_C,1.1000000000000001,48.015999999999998,observed
environment_moisture,1.1000000000000001,0.044200000000000003,observed
environment_temperature_C,1.1166666666666667,47.976999999999997,observed
environment_moisture,1.1166666666666667,0.044220000000000002,observed
environment_temperature_C,1.1333333333333333,47.926000000000002,observed
environment_moisture,1.1333333333333333,0.044350000000000001,observed
environment_temperature_C,1.1499999999999999,48.198999999999998,observed
environment_moisture,1.1499999999999999,0.044679999999999997,observed
environment_temperature_C,1.1666666666666667,48.165999999999997,observed
environment_moisture,1.1666666666666667,0.044830000000000002,observed
environment_temperature_C,1.1833333333333333,48.331000000000003,observed
environment_moisture,1.1833333333333333,0.044909999999999999,observed
environment_temperature_C,1.2,48.615000000000002,observed
environment_moisture,1.2,0.04514,observed
environment_temperature_C,1.2166666666666666,48.380000000000003,observed
environment_moisture,1.2166666666666666,0.0453,observed
environment_temperature_C,1.2333333333333334,48.356999999999999,observed
environment_moisture,1.2333333333333334,0.045429999999999998,observed
environment_temperature_C,1.25,48.526000000000003,observed
environment_moisture,1.25,0.045609999999999998,observed
environment_temperature_C,1.2666666666666666,48.590000000000003,observed
environment_moisture,1.2666666666666666,0.04589,observed
environment_temperature_C,1.2833333333333334,48.825000000000003,observed
environment_moisture,1.2833333333333334,0.045850000000000002,observed
environment_temperature_C,1.3,48.826999999999998,observed
environment_moisture,1.3,0.046289999999999998,observed
environment_temperature_C,1.3166666666666667,48.988,observed
environment_moisture,1.3166666666666667,0.04641,observed
environment_temperature_C,1.3333333333333333,48.978999999999999,observed
environment_moisture,1.3333333333333333,0.046330000000000003,observed
environment_temperature_C,1.3500000000000001,48.899999999999999,observed
environment_moisture,1.3500000000000001,0.046390000000000001,observed
environment_temperature_C,1.3666666666666667,49.143999999999998,observed
environment_moisture,1.3666666666666667,0.046600000000000003,observed
environment_temperature_C,1.3833333333333333,48.869999999999997,observed
environment_moisture,1.3833333333333333,0.046870000000000002,observed
environment_temperature_C,1.3999999999999999,48.840000000000003,observed
environment_moisture,1.3999999999999999,0.046890000000000001,observed
environment_temperature_C,1.4166666666666667,48.912999999999997,observed
environment_moisture,1.4166666666666667,0.047070000000000001,observed
environment_temperature_C,1.4333333333333333,49.261000000000003,observed
environment_moisture,1.4333333333333333,0.047050000000000002,observed
environment_temperature_C,1.45,49.168999999999997,observed
environment_moisture,1.45,0.047199999999999999,observed
environment_temperature_C,1.4666666666666666,49.055999999999997,observed
environment_moisture,1.4666666666666666,0.047129999999999998,observed
environment_temperature_C,1.4833333333333334,49.256999999999998,observed
environment_moisture,1.4833333333333334,0.047440000000000003,observed
environment_temperature_C,1.5,49.116,observed
environment_moisture,1.5,0.047280000000000003,observed
environment_temperature_C,1.5166666666666666,49.414999999999999,observed
environment_moisture,1.5166666666666666,0.047600000000000003,observed
environment_temperature_C,1.5333333333333334,49.320999999999998,observed
environment_moisture,1.5333333333333334,0.04777,observed
environment_temperature_C,1.55,49.317,observed
environment_moisture,1.55,0.047509999999999997,observed
environment_temperature_C,1.5666666666666667,49.304000000000002,observed
environment_moisture,1.5666666666666667,0.047820000000000001,observed
environment_temperature_C,1.5833333333333333,49.491999999999997,observed
environment_moisture,1.5833333333333333,0.047649999999999998,observed
environment_temperature_C,1.6000000000000001,49.384,observed
environment_moisture,1.6000000000000001,0.04802,observed
environment_temperature_C,1.6166666666666667,49.271999999999998,observed
environment_moisture,1.6166666666666667,0.047789999999999999,observed
environment_temperature_C,1.6333333333333333,49.310000000000002,observed
environment_moisture,1.6333333333333333,0.04827,observed
environment_temperature_C,1.6499999999999999,49.749000000000002,observed
environment_moisture,1.6499999999999999,0.04795,observed
environment_temperature_C,1.6666666666666667,49.743000000000002,observed
environment_moisture,1.6666666666666667,0.048410000000000002,observed
environment_temperature_C,1.6833333333333333,49.659999999999997,observed
environment_moisture,1.6833333333333333,0.048399999999999999,observed
environment_temperature_C,1.7,49.463000000000001,observed
environment_moisture,1.7,0.04836,observed
environment_temperature_C,1.7166666666666666,49.829999999999998,observed
environment_moisture,1.7166666666666666,0.048509999999999998,observed
environment_temperature_C,1.7333333333333334,49.753,observed
environment_moisture,1.7333333333333334,0.048579999999999998,observed
environment_temperature_C,1.75,49.738999999999997,observed
environment_moisture,1.75,0.048710000000000003,observed
environment_temperature_C,1.7666666666666666,49.622,observed
environment_moisture,1.7666666666666666,0.048419999999999998,observed
environment_temperature_C,1.7833333333333334,49.549999999999997,observed
environment_moisture,1.7833333333333334,0.048640000000000003,observed
environment_temperature_C,1.8,49.476999999999997,observed
environment_moisture,1.8,0.04845,observed
environment_temperature_C,1.8166666666666667,49.890999999999998,observed
environment_moisture,1.8166666666666667,0.048750000000000002,observed
environment_temperature_C,1.8333333333333333,49.683,observed
environment_moisture,1.8333333333333333,0.048579999999999998,observed
environment_temperature_C,1.8500000000000001,49.569000000000003,observed
environment_moisture,1.8500000000000001,0.048820000000000002,observed
environment_temperature_C,1.8666666666666667,49.633000000000003,observed
environment_moisture,1.8666666666666667,0.048860000000000001,observed
environment_temperature_C,1.8833333333333333,49.780999999999999,observed
environment_moisture,1.8833333333333333,0.048849999999999998,observed
environment_temperature_C,1.8999999999999999,49.591999999999999,observed
environment_moisture,1.8999999999999999,0.048919999999999998,observed
environment_temperature_C,1.9166666666666667,49.941000000000003,observed
environment_moisture,1.9166666666666667,0.049079999999999999,observed
environment_temperature_C,1.9333333333333333,49.902000000000001,observed
environment_moisture,1.9333333333333333,0.04913,observed
environment_temperature_C,1.95,49.892000000000003,observed
environment_moisture,1.95,0.049020000000000001,observed
environment_temperature_C,1.9666666666666666,49.759,observed
environment_moisture,1.9666666666666666,0.049110000000000001,observed
environment_temperature_C,1.9833333333333334,49.865000000000002,observed
environment_moisture,1.9833333333333334,0.049299999999999997,observed
environment_temperature_C,2,49.851999999999997,observed
environment_moisture,2,0.048939999999999997,observed
environment_temperature_C,2.0166666666666666,49.893000000000001,observed
environment_moisture,2.0166666666666666,0.04897,observed
environment_temperature_C,2.0333333333333332,49.619,observed
environment_moisture,2.0333333333333332,0.048980000000000003,observed
environment_temperature_C,2.0499999999999998,49.792000000000002,observed
environment_moisture,2.0499999999999998,0.04929,observed
environment_temperature_C,2.0666666666666669,49.612000000000002,observed
environment_moisture,2.0666666666666669,0.049200000000000001,observed
environment_temperature_C,2.0833333333333335,49.844999999999999,observed
environment_moisture,2.0833333333333335,0.049410000000000003,observed
environment_temperature_C,2.1000000000000001,49.770000000000003,observed
environment_moisture,2.1000000000000001,0.04938,observed
environment_temperature_C,2.1166666666666667,49.683,observed
environment_moisture,2.1166666666666667,0.049239999999999999,observed
environment_temperature_C,2.1333333333333333,49.668999999999997,observed
environment_moisture,2.1333333333333333,0.049540000000000001,observed
environment_temperature_C,2.1499999999999999,49.915999999999997,observed
environment_moisture,2.1499999999999999,0.049500000000000002,observed
environment_temperature_C,2.1666666666666665,49.713999999999999,observed
environment_moisture,2.1666666666666665,0.049279999999999997,observed
environment_temperature_C,2.1833333333333331,50.094999999999999,observed
environment_moisture,2.1833333333333331,0.049349999999999998,observed
environment_temperature_C,2.2000000000000002,49.929000000000002,observed
environment_moisture,2.2000000000000002,0.049340000000000002,observed
environment_temperature_C,2.2166666666666668,49.817,observed
environment_moisture,2.2166666666666668,0.04929,observed
environment_temperature_C,2.2333333333333334,49.942999999999998,observed
environment_moisture,2.2333333333333334,0.049299999999999997,observed
environment_temperature_C,2.25,49.664000000000001,observed
environment_moisture,2.25,0.049709999999999997,observed
environment_temperature_C,2.2666666666666666,50.134999999999998,observed
environment_moisture,2.2666666666666666,0.049480000000000003,observed
environment_temperature_C,2.2833333333333332,49.902000000000001,observed
environment_moisture,2.2833333333333332,0.04947,observed
environment_temperature_C,2.2999999999999998,50.055999999999997,observed
environment_moisture,2.2999999999999998,0.049660000000000003,observed
environment_temperature_C,2.3166666666666669,49.710000000000001,observed
environment_moisture,2.3166666666666669,0.049590000000000002,observed
environment_temperature_C,2.3333333333333335,49.914999999999999,observed
environment_moisture,2.3333333333333335,0.049799999999999997,observed
environment_temperature_C,2.3500000000000001,49.920000000000002,observed
environment_moisture,2.3500000000000001,0.049730000000000003,observed
environment_temperature_C,2.3666666666666667,50.146999999999998,observed
environment_moisture,2.3666666666666667,0.049599999999999998,observed
environment_temperature_C,2.3833333333333333,49.966999999999999,observed
environment_moisture,2.3833333333333333,0.04956,observed
environment_temperature_C,2.3999999999999999,49.920999999999999,observed
environment_moisture,2.3999999999999999,0.049880000000000001,observed
environment_temperature_C,2.4166666666666665,49.820999999999998,observed
environment_moisture,2.4166666666666665,0.049759999999999999,observed
environment_temperature_C,2.4333333333333331,49.856000000000002,observed
environment_moisture,2.4333333333333331,0.049889999999999997,observed
environment_temperature_C,2.4500000000000002,49.953000000000003,observed
environment_moisture,2.4500000000000002,0.049489999999999999,observed
environment_temperature_C,2.4666666666666668,49.914999999999999,observed
environment_moisture,2.4666666666666668,0.049860000000000002,observed
environment_temperature_C,2.4833333333333334,49.707999999999998,observed
environment_moisture,2.4833333333333334,0.049770000000000002,observed
environment_temperature_C,2.5,50.162999999999997,observed
environment_moisture,2.5,0.04981,observed
environment_temperature_C,2.5166666666666666,50.198,observed
environment_moisture,2.5166666666666666,0.050040000000000001,observed
environment_temperature_C,2.5333333333333332,49.82,observed
environment_moisture,2.5333333333333332,0.050090000000000003,observed
environment_temperature_C,2.5499999999999998,50.027000000000001,observed
environment_moisture,2.5499999999999998,0.049759999999999999,observed
environment_temperature_C,2.5666666666666669,49.804000000000002,observed
environment_moisture,2.5666666666666669,0.049979999999999997,observed
environment_temperature_C,2.5833333333333335,50.085999999999999,observed
environment_moisture,2.5833333333333335,0.050160000000000003,observed
environment_temperature_C,2.6000000000000001,49.890999999999998,observed
environment_moisture,2.6000000000000001,0.0499,observed
environment_temperature_C,2.6166666666666667,50.079999999999998,observed
environment_moisture,2.6166666666666667,0.049979999999999997,observed
environment_temperature_C,2.6333333333333333,50.113,observed
environment_moisture,2.6333333333333333,0.049970000000000001,observed
environment_temperature_C,2.6499999999999999,50.134,observed
environment_moisture,2.6499999999999999,0.0499,observed
environment_temperature_C,2.6666666666666665,49.804000000000002,observed
environment_moisture,2.6666666666666665,0.050209999999999998,observed
environment_temperature_C,2.6833333333333331,50.207999999999998,observed
environment_moisture,2.6833333333333331,0.050139999999999997,observed
environment_temperature_C,2.7000000000000002,49.865000000000002,observed
environment_moisture,2.7000000000000002,0.04981,observed
environment_temperature_C,2.7166666666666668,49.768999999999998,observed
environment_moisture,2.7166666666666668,0.050250000000000003,observed
environment_temperature_C,2.7333333333333334,50.027000000000001,observed
environment_moisture,2.7333333333333334,0.050189999999999999,observed
environment_temperature_C,2.75,49.935000000000002,observed
environment_moisture,2.75,0.049889999999999997,observed
environment_temperature_C,2.7666666666666666,50.164999999999999,observed
environment_moisture,2.7666666666666666,0.050169999999999999,observed
environment_temperature_C,2.7833333333333332,50.154000000000003,observed
environment_moisture,2.7833333333333332,0.049799999999999997,observed
environment_temperature_C,2.7999999999999998,49.908999999999999,observed
environment_moisture,2.7999999999999998,0.050250000000000003,observed
environment_temperature_C,2.8166666666666669,50.225999999999999,observed
environment_moisture,2.8166666666666669,0.05008,observed
environment_temperature_C,2.8333333333333335,49.895000000000003,observed
environment_moisture,2.8333333333333335,0.05008,observed
environment_temperature_C,2.8500000000000001,50.008000000000003,observed
environment_moisture,2.8500000000000001,0.049799999999999997,observed
environment_temperature_C,2.8666666666666667,49.878,observed
environment_moisture,2.8666666666666667,0.050200000000000002,observed
environment_temperature_C,2.8833333333333333,50.218000000000004,observed
environment_moisture,2.8833333333333333,0.049759999999999999,observed
environment_temperature_C,2.8999999999999999,49.832000000000001,observed
environment_moisture,2.8999999999999999,0.049869999999999998,observed
environment_temperature_C,2.9166666666666665,49.771999999999998,observed
environment_moisture,2.9166666666666665,0.049820000000000003,observed
environment_temperature_C,2.9333333333333331,49.968000000000004,observed
environment_moisture,2.9333333333333331,0.050139999999999997,observed
environment_temperature_C,2.9500000000000002,50.246000000000002,observed
environment_moisture,2.9500000000000002,0.049849999999999998,observed
environment_temperature_C,2.9666666666666668,50.195999999999998,observed
environment_moisture,2.9666666666666668,0.050209999999999998,observed
environment_temperature_C,2.9833333333333334,50.124000000000002,observed
environment_moisture,2.9833333333333334,0.05008,observed
environment_temperature_C,3,50.195,observed
environment_moisture,3,0.049770000000000002,observed
environment_temperature_C,3.0166666666666666,50.197000000000003,observed
environment_moisture,3.0166666666666666,0.049750000000000003,observed
environment_temperature_C,3.0333333333333332,50.009,observed
environment_moisture,3.0333333333333332,0.049779999999999998,observed
environment_temperature_C,3.0499999999999998,49.908000000000001,observed
environment_moisture,3.0499999999999998,0.050049999999999997,observed
environment_temperature_C,3.0666666666666669,50.136000000000003,observed
environment_moisture,3.0666666666666669,0.05015,observed
environment_temperature_C,3.0833333333333335,50.081000000000003,observed
environment_moisture,3.0833333333333335,0.049869999999999998,observed
environment_temperature_C,3.1000000000000001,49.936999999999998,observed
environment_moisture,3.1000000000000001,0.050169999999999999,observed
environment_temperature_C,3.1166666666666667,49.796999999999997,observed
environment_moisture,3.1166666666666667,0.049779999999999998,observed
environment_temperature_C,3.1333333333333333,50.122999999999998,observed
environment_moisture,3.1333333333333333,0.05015,observed
environment_temperature_C,3.1499999999999999,49.881,observed
environment_moisture,3.1499999999999999,0.050209999999999998,observed
environment_temperature_C,3.1666666666666665,50.218000000000004,observed
environment_moisture,3.1666666666666665,0.050139999999999997,observed
environment_temperature_C,3.1833333333333331,49.869999999999997,observed
environment_moisture,3.1833333333333331,0.050099999999999999,observed
environment_temperature_C,3.2000000000000002,49.811,observed
environment_moisture,3.2000000000000002,0.050169999999999999,observed
environment_temperature_C,3.2166666666666668,50.165999999999997,observed
environment_moisture,3.2166666666666668,0.049770000000000002,observed
environment_temperature_C,3.2333333333333334,49.826999999999998,observed
environment_moisture,3.2333333333333334,0.049849999999999998,observed
environment_temperature_C,3.25,49.840000000000003,observed
environment_moisture,3.25,0.04981,observed
environment_temperature_C,3.2666666666666666,50.049999999999997,observed
environment_moisture,3.2666666666666666,0.050000000000000003,observed
environment_temperature_C,3.2833333333333332,50.186999999999998,observed
environment_moisture,3.2833333333333332,0.050119999999999998,observed
environment_temperature_C,3.2999999999999998,49.847999999999999,observed
environment_moisture,3.2999999999999998,0.050070000000000003,observed
environment_temperature_C,3.3166666666666669,49.905000000000001,observed
environment_moisture,3.3166666666666669,0.050180000000000002,observed
environment_temperature_C,3.3333333333333335,50.139000000000003,observed
environment_moisture,3.3333333333333335,0.049829999999999999,observed
environment_temperature_C,3.3500000000000001,50.235999999999997,observed
environment_moisture,3.3500000000000001,0.050119999999999998,observed
environment_temperature_C,3.3666666666666667,50,observed
environment_moisture,3.3666666666666667,0.049849999999999998,observed
environment_temperature_C,3.3833333333333333,49.822000000000003,observed
environment_moisture,3.3833333333333333,0.049889999999999997,observed
environment_temperature_C,3.3999999999999999,49.756999999999998,observed
environment_moisture,3.3999999999999999,0.050099999999999999,observed
environment_temperature_C,3.4166666666666665,49.865000000000002,observed
environment_moisture,3.4166666666666665,0.05024,observed
environment_temperature_C,3.4333333333333331,49.816000000000003,observed
environment_moisture,3.4333333333333331,0.05006,observed
environment_temperature_C,3.4500000000000002,50.088999999999999,observed
environment_moisture,3.4500000000000002,0.049779999999999998,observed
environment_temperature_C,3.4666666666666668,49.811,observed
environment_moisture,3.4666666666666668,0.05006,observed
environment_temperature_C,3.4833333333333334,50.003,observed
environment_moisture,3.4833333333333334,0.049770000000000002,observed
environment_temperature_C,3.5,50.097000000000001,observed
environment_moisture,3.5,0.050189999999999999,observed
environment_temperature_C,3.5166666666666666,50.040999999999997,observed
environment_moisture,3.5166666666666666,0.050099999999999999,observed
environment_temperature_C,3.5333333333333332,49.850000000000001,observed
environment_moisture,3.5333333333333332,0.049840000000000002,observed
environment_temperature_C,3.5499999999999998,50.152000000000001,observed
environment_moisture,3.5499999999999998,0.049799999999999997,observed
environment_temperature_C,3.5666666666666669,50.107999999999997,observed
environment_moisture,3.5666666666666669,0.049840000000000002,observed
environment_temperature_C,3.5833333333333335,50.119,observed
environment_moisture,3.5833333333333335,0.05024,observed
environment_temperature_C,3.6000000000000001,49.816000000000003,observed
environment_moisture,3.6000000000000001,0.049979999999999997,observed
environment_temperature_C,3.6166666666666667,49.811999999999998,observed
environment_moisture,3.6166666666666667,0.050139999999999997,observed
environment_temperature_C,3.6333333333333333,50.213999999999999,observed
environment_moisture,3.6333333333333333,0.050070000000000003,observed
environment_temperature_C,3.6499999999999999,49.948999999999998,observed
environment_moisture,3.6499999999999999,0.050040000000000001,observed
environment_temperature_C,3.6666666666666665,49.899999999999999,observed
environment_moisture,3.6666666666666665,0.049820000000000003,observed
environment_temperature_C,3.6833333333333331,49.994,observed
environment_moisture,3.6833333333333331,0.050220000000000001,observed
environment_temperature_C,3.7000000000000002,50.081000000000003,observed
environment_moisture,3.7000000000000002,0.0499,observed
environment_temperature_C,3.7166666666666668,50.228000000000002,observed
environment_moisture,3.7166666666666668,0.050040000000000001,observed
environment_temperature_C,3.7333333333333334,49.893000000000001,observed
environment_moisture,3.7333333333333334,0.050099999999999999,observed
environment_temperature_C,3.75,50.212000000000003,observed
environment_moisture,3.75,0.050070000000000003,observed
environment_temperature_C,3.7666666666666666,49.762,observed
environment_moisture,3.7666666666666666,0.050220000000000001,observed
environment_temperature_C,3.7833333333333332,50.027999999999999,observed
environment_moisture,3.7833333333333332,0.049820000000000003,observed
environment_temperature_C,3.7999999999999998,50.067,observed
environment_moisture,3.7999999999999998,0.050000000000000003,observed
environment_temperature_C,3.8166666666666669,49.802999999999997,observed
environment_moisture,3.8166666666666669,0.049950000000000001,observed
environment_temperature_C,3.8333333333333335,49.82,observed
environment_moisture,3.8333333333333335,0.04999,observed
environment_temperature_C,3.8500000000000001,49.960000000000001,observed
environment_moisture,3.8500000000000001,0.04981,observed
environment_temperature_C,3.8666666666666667,50.232999999999997,observed
environment_moisture,3.8666666666666667,0.049820000000000003,observed
environment_temperature_C,3.8833333333333333,50.048000000000002,observed
environment_moisture,3.8833333333333333,0.049889999999999997,observed
environment_temperature_C,3.8999999999999999,50.216999999999999,observed
environment_moisture,3.8999999999999999,0.0499,observed
environment_temperature_C,3.9166666666666665,50.152000000000001,observed
environment_moisture,3.9166666666666665,0.049959999999999997,observed
environment_temperature_C,3.9333333333333331,49.984000000000002,observed
environment_moisture,3.9333333333333331,0.05006,observed
environment_temperature_C,3.9500000000000002,50.142000000000003,observed
environment_moisture,3.9500000000000002,0.050070000000000003,observed
environment_temperature_C,3.9666666666666668,49.759,observed
environment_moisture,3.9666666666666668,0.049959999999999997,observed
environment_temperature_C,3.9833333333333334,49.805,observed
environment_moisture,3.9833333333333334,0.049950000000000001,observed
environment_temperature_C,4,50.164999999999999,observed
environment_moisture,4,0.049860000000000002,observed
environment_temperature_C,4.25,49.998934426229496,last_hour_mean_extension
environment_moisture,4.25,0.049987540983606554,last_hour_mean_extension
environment_temperature_C,4.5,49.998934426229496,last_hour_mean_extension
environment_moisture,4.5,0.049987540983606554,last_hour_mean_extension
environment_temperature_C,4.75,49.998934426229496,last_hour_mean_extension
environment_moisture,4.75,0.049987540983606554,last_hour_mean_extension
environment_temperature_C,5,49.998934426229496,last_hour_mean_extension
environment_moisture,5,0.049987540983606554,last_hour_mean_extension
environment_temperature_C,5.25,49.998934426229496,last_hour_mean_extension
environment_moisture,5.25,0.049987540983606554,last_hour_mean_extension
environment_temperature_C,5.5,49.998934426229496,last_hour_mean_extension
environment_moisture,5.5,0.049987540983606554,last_hour_mean_extension
environment_temperature_C,5.75,49.998934426229496,last_hour_mean_extension
environment_moisture,5.75,0.049987540983606554,last_hour_mean_extension
environment_temperature_C,6,49.998934426229496,last_hour_mean_extension
environment_moisture,6,0.049987540983606554,last_hour_mean_extension
environment_temperature_C,6.25,49.998934426229496,last_hour_mean_extension
environment_moisture,6.25,0.049987540983606554,last_hour_mean_extension
environment_temperature_C,6.5,49.998934426229496,last_hour_mean_extension
environment_moisture,6.5,0.049987540983606554,last_hour_mean_extension
environment_temperature_C,6.75,49.998934426229496,last_hour_mean_extension
environment_moisture,6.75,0.049987540983606554,last_hour_mean_extension
environment_temperature_C,7,49.998934426229496,last_hour_mean_extension
environment_moisture,7,0.049987540983606554,last_hour_mean_extension
environment_temperature_C,7.25,49.998934426229496,last_hour_mean_extension
environment_moisture,7.25,0.049987540983606554,last_hour_mean_extension
environment_temperature_C,7.5,49.998934426229496,last_hour_mean_extension
environment_moisture,7.5,0.049987540983606554,last_hour_mean_extension
