question,time_h,surface_radius_cm
Q3,23.166666666666668,2
Q3,23.25,2
Q3,23.333333333333332,2
Q3,23.416666666666668,2
Q3,23.5,2
Q3,23.583333333333332,2
Q3,23.666666666666668,2
Q3,23.75,2
Q3,23.833333333333332,2
Q3,23.916666666666668,2
Q3,24,2
Q3,24.083333333333332,2
Q3,24.166666666666668,2
Q3,24.25,2
Q3,24.333333333333332,2
Q3,24.416666666666668,2
Q3,24.5,2
Q3,24.583333333333332,2
Q3,24.666666666666668,2
Q3,24.75,2
Q3,24.833333333333332,2
Q3,24.916666666666668,2
Q3,25,2
Q3,25.083333333333332,2
Q3,25.166666666666668,2
Q3,25.25,2
Q3,25.333333333333332,2
Q3,25.416666666666668,2
Q3,25.5,2
Q3,25.583333333333332,2
Q3,25.666666666666668,2
Q3,25.75,2
Q3,25.833333333333332,2
Q3,25.916666666666668,2
Q3,26,2
Q3,26.083333333333332,2
Q3,26.166666666666668,2
Q3,26.25,2
Q3,26.333333333333332,2
Q3,26.416666666666668,2
Q3,26.5,2
Q3,26.583333333333332,2
Q3,26.666666666666668,2
Q3,26.75,2
Q3,26.833333333333332,2
Q3,26.916666666666668,2
Q3,27,2
Q3,27.083333333333332,2
Q3,27.166666666666668,2
Q3,27.25,2
Q3,27.333333333333332,2
Q3,27.416666666666668,2
Q3,27.5,2
Q3,27.583333333333332,2
Q3,27.666666666666668,2
Q3,27.75,2
Q3,27.833333333333332,2
Q3,27.916666666666668,2
Q3,28,2
Q3,28.083333333333332,2
Q3,28.166666666666668,2
Q3,28.25,2
Q3,28.333333333333332,2
Q3,28.416666666666668,2
Q3,28.5,2
Q3,28.583333333333332,2
Q3,28.666666666666668,2
Q3,28.75,2
Q3,28.833333333333332,2
Q3,28.916666666666668,2
Q3,29,2
Q3,29.083333333333332,2
Q3,29.166666666666668,2
Q3,29.25,2
Q3,29.333333333333332,2
Q3,29.416666666666668,2
Q3,29.5,2
Q3,29.583333333333332,2
Q3,29.666666666666668,2
Q3,29.75,2
Q3,29.833333333333332,2
Q3,29.916666666666668,2
Q3,30,2
Q3,30.083333333333332,2
Q3,30.166666666666668,2
Q3,30.25,2
Q3,30.333333333333332,2
Q3,30.416666666666668,2
Q3,30.5,2
Q3,30.583333333333332,2
Q3,30.666666666666668,2
Q3,30.75,2
Q3,30.833333333333332,2
Q3,30.916666666666668,2
Q3,31,2
Q3,31.083333333333332,2
Q3,31.166666666666668,2
Q3,31.25,2
Q3,31.333333333333332,2
Q3,31.416666666666668,2
Q3,31.5,2
Q3,31.583333333333332,2
Q3,31.666666666666668,2
Q3,31.75,2
Q3,31.833333333333332,2
Q3,31.916666666666668,2
Q3,32,2
Q3,32.083333333333336,2
Q3,32.166666666666664,2
Q3,32.25,2
Q3,32.333333333333336,2
Q3,32.416666666666664,2
Q3,32.5,2
Q3,32.583333333333336,2
Q3,32.666666666666664,2
Q3,32.75,2
Q3,32.833333333333336,2
Q3,32.916666666666664,2
Q3,33,2
Q3,33.083333333333336,2
Q3,33.166666666666664,2
Q3,33.25,2
Q3,33.333333333333336,2
Q3,33.416666666666664,2
Q3,33.5,2
Q3,33.583333333333336,2
Q3,33.666666666666664,2
Q3,33.75,2
Q3,33.833333333333336,2
Q3,33.916666666666664,2
Q3,34,2
Q3,34.083333333333336,2
Q3,34.166666666666664,2
Q3,34.25,2
Q3,34.333333333333336,2
Q3,34.416666666666664,2
Q3,34.5,2
Q3,34.583333333333336,2
Q3,34.666666666666664,2
Q3,34.75,2
Q3,34.833333333333336,2
Q3,34.916666666666664,2
Q3,35,2
Q3,35.083333333333336,2
Q3,35.166666666666664,2
Q3,35.25,2
Q3,35.333333333333336,2
Q3,35.416666666666664,2
Q3,35.5,2
Q3,35.583333333333336,2
Q3,35.666666666666664,2
Q3,35.75,2
Q3,35.833333333333336,2
Q3,35.916666666666664,2
Q3,36,2
Q3,36.083333333333336,2
Q3,36.166666666666664,2
Q3,36.25,2
Q3,36.333333333333336,2
Q3,36.416666666666664,2
Q3,36.5,2
Q3,36.583333333333336,2
Q3,36.666666666666664,2
Q3,36.75,2
Q3,36.833333333333336,2
Q3,36.916666666666664,2
Q3,37,2
Q3,37.083333333333336,2
Q3,37.166666666666664,2
Q3,37.25,2
Q3,37.333333333333336,2
Q3,37.416666666666664,2
Q3,37.5,2
Q3,37.583333333333336,2
Q3,37.666666666666664,2
Q3,37.75,2
Q3,37.833333333333336,2
Q3,37.916666666666664,2
Q3,38,2
Q3,38.083333333333336,2
Q3,38.166666666666664,2
Q3,38.25,2
Q3,38.333333333333336,2
Q3,38.416666666666664,2
Q3,38.5,2
Q3,38.583333333333336,2
Q3,38.666666666666664,2
Q3,38.75,2
Q3,38.833333333333336,2
Q3,38.916666666666664,2
Q3,39,2
Q3,39.083333333333336,2
Q3,39.166666666666664,2
Q3,39.25,2
Q3,39.333333333333336,2
Q3,39.416666666666664,2
Q3,39.5,2
Q3,39.583333333333336,2
Q3,39.666666666666664,2
Q3,39.75,2
Q3,39.833333333333336,2
Q3,39.916666666666664,2
Q3,40,2
Q3,40.083333333333336,2
Q3,40.166666666666664,2
Q3,40.25,2
Q3,40.333333333333336,2
Q3,40.416666666666664,2
Q3,40.5,2
Q3,40.583333333333336,2
Q3,40.666666666666664,2
Q3,40.75,2
Q3,40.833333333333336,2
Q3,40.916666666666664,2
Q3,41,2
Q3,41.083333333333336,2
Q3,41.166666666666664,2
Q3,41.25,2
Q3,41.333333333333336,2
Q3,41.416666666666664,2
Q3,41.5,2
Q3,41.583333333333336,2
Q3,41.666666666666664,2
Q3,41.75,2
Q3,41.833333333333336,2
Q3,41.916666666666664,2
Q3,42,2
Q3,42.083333333333336,2
Q3,42.166666666666664,2
Q3,42.25,2
Q3,42.333333333333336,2
Q3,42.416666666666664,2
Q3,42.5,2
Q3,42.583333333333336,2
Q3,42.666666666666664,2
Q3,42.75,2
Q3,42.833333333333336,2
Q3,42.916666666666664,2
Q3,43,2
Q3,43.083333333333336,2
Q3,43.166666666666664,2
Q3,43.25,2
Q3,43.333333333333336,2
Q3,43.416666666666664,2
Q3,43.5,2
Q3,43.583333333333336,2
Q3,43.666666666666664,2
Q3,43.75,2
Q3,43.833333333333336,2
Q3,43.916666666666664,2
Q3,44,2
Q3,44.083333333333336,2
Q3,44.166666666666664,2
Q3,44.25,2
Q3,44.333333333333336,2
Q3,44.416666666666664,2
Q3,44.5,2
Q3,44.583333333333336,2
Q3,44.666666666666664,2
Q3,44.75,2
Q3,44.833333333333336,2
Q3,44.916666666666664,2
Q3,45,2
Q3,45.083333333333336,2
Q3,45.166666666666664,2
Q3,45.25,2
Q3,45.333333333333336,2
Q3,45.416666666666664,2
Q3,45.5,2
Q3,45.583333333333336,2
Q3,45.666666666666664,2
Q3,45.75,2
Q3,45.833333333333336,2
Q3,45.916666666666664,2
Q3,46,2
Q3,46.083333333333336,2
Q3,46.166666666666664,2
Q3,46.25,2
Q3,46.333333333333336,2
Q3,46.416666666666664,2
Q3,46.5,2
Q3,46.583333333333336,2
Q3,46.666666666666664,2
Q3,46.75,2
Q3,46.833333333333336,2
Q3,46.916666666666664,2
Q3,47,2
Q3,47.083333333333336,2
Q3,47.166666666666664,2
Q3,47.25,2
Q3,47.333333333333336,2
Q3,47.416666666666664,2
Q3,47.5,2
Q3,47.583333333333336,2
Q3,47.666666666666664,2
Q3,47.75,2
Q3,47.833333333333336,2
Q3,47.916666666666664,2
Q3,48,2
Q3,48.083333333333336,2
Q3,48.166666666666664,2
Q3,48.25,2
Q3,48.333333333333336,2
Q3,48.416666666666664,2
Q3,48.5,2
Q3,48.583333333333336,2
Q3,48.666666666666664,2
Q3,48.75,2
Q3,48.833333333333336,2
Q3,48.916666666666664,2
Q3,49,2
Q3,49.083333333333336,2
Q3,49.166666666666664,2
Q3,49.25,2
Q3,49.333333333333336,2
Q3,49.416666666666664,2
Q3,49.5,2
Q3,49.583333333333336,2
Q3,49.666666666666664,2
Q3,49.75,2
Q3,49.833333333333336,2
Q3,49.916666666666664,2
Q3,50,2
Q3,50.083333333333336,2
Q3,50.166666666666664,2
Q3,50.25,2
Q3,50.333333333333336,2
Q3,50.416666666666664,2
Q3,50.5,2
Q3,50.583333333333336,2
Q3,50.666666666666664,2
Q3,50.75,2
Q3,50.833333333333336,2
Q3,50.916666666666664,2
Q3,51,2
Q3,51.083333333333336,2
Q3,51.166666666666664,2
Q3,51.25,2
Q3,51.333333333333336,2
Q3,51.416666666666664,2
Q3,51.5,2
Q3,51.583333333333336,2
Q3,51.666666666666664,2
Q3,51.75,2
Q3,51.833333333333336,2
Q3,51.916666666666664,2
Q3,52,2
Q3,52.083333333333336,2
Q3,52.166666666666664,2
Q3,52.25,2
Q3,52.333333333333336,2
Q3,52.416666666666664,2
Q3,52.5,2
Q3,52.583333333333336,2
Q3,52.666666666666664,2
Q3,52.75,2
Q3,52.833333333333336,2
Q3,52.916666666666664,2
Q3,53,2
Q3,53.083333333333336,2
Q3,53.166666666666664,2
Q3,53.25,2
Q3,53.333333333333336,2
Q3,53.416666666666664,2
Q3,53.5,2
Q3,53.583333333333336,2
Q3,53.666666666666664,2
Q3,53.75,2
Q3,53.833333333333336,2
Q3,53.916666666666664,2
Q3,54,2
Q3,54.083333333333336,2
Q3,54.166666666666664,2
Q3,54.25,2
Q3,54.333333333333336,2
Q3,54.416666666666664,2
Q3,54.5,2
Q3,54.583333333333336,2
Q3,54.666666666666664,2
Q3,54.75,2
Q3,54.833333333333336,2
Q3,54.916666666666664,2
Q3,55,2
Q3,55.083333333333336,2
Q3,55.166666666666664,2
Q3,55.25,2
Q3,55.333333333333336,2
Q3,55.416666666666664,2
Q3,55.5,2
Q3,55.583333333333336,2
Q3,55.666666666666664,2
Q3,55.75,2
Q3,55.833333333333336,2
Q3,55.916666666666664,2
Q3,56,2
Q3,56.083333333333336,2
Q3,56.166666666666664,2
Q3,56.25,2
Q3,56.333333333333336,2
Q3,56.416666666666664,2
Q3,56.5,2
Q3,56.583333333333336,2
Q3,56.666666666666664,2
Q3,56.75,2
Q3,56.833333333333336,2
Q3,56.916666666666664,2
Q3,57,2
Q3,57.083333333333336,2
Q3,57.166666666666664,2
Q3,57.25,2
Q3,57.333333333333336,2
Q3,57.416666666666664,2
Q3,57.474009775860864,2
Q4,0,2
Q4,0.083333333333333329,1.9788333333333334
Q4,0.16666666666666666,1.9576666666666667
Q4,0.25,1.9365000000000001
Q4,0.33333333333333331,1.9153333333333336
Q4,0.41666666666666669,1.8941666666666666
Q4,0.5,1.873
Q4,0.58333333333333337,1.8598333333333334
Q4,0.66666666666666663,1.8466666666666667
Q4,0.75,1.8335000000000001
Q4,0.83333333333333337,1.8203333333333336
Q4,0.91666666666666663,1.8071666666666666
Q4,1,1.794
Q4,1.0833333333333333,1.7788333333333333
Q4,1.1666666666666667,1.7636666666666669
Q4,1.25,1.7484999999999999
Q4,1.3333333333333333,1.7333333333333332
Q4,1.4166666666666667,1.7181666666666668
Q4,1.5,1.7030000000000001
Q4,1.5833333333333333,1.6899999999999999
Q4,1.6666666666666667,1.677
Q4,1.75,1.6640000000000001
Q4,1.8333333333333333,1.651
Q4,1.9166666666666667,1.6379999999999999
Q4,2,1.625
Q4,2.0833333333333335,1.619
Q4,2.1666666666666665,1.6130000000000002
Q4,2.25,1.6070000000000002
Q4,2.3333333333333335,1.601
Q4,2.4166666666666665,1.5950000000000002
Q4,2.5,1.5890000000000002
Q4,2.5833333333333335,1.5828333333333333
Q4,2.6666666666666665,1.5766666666666669
Q4,2.75,1.5705
Q4,2.8333333333333335,1.5643333333333336
Q4,2.9166666666666665,1.5581666666666667
Q4,3,1.552
Q4,3.0833333333333335,1.5449999999999999
Q4,3.1666666666666665,1.538
Q4,3.25,1.5310000000000001
Q4,3.3333333333333335,1.524
Q4,3.4166666666666665,1.5170000000000001
Q4,3.5,1.51
Q4,3.5833333333333335,1.5045000000000002
Q4,3.6666666666666665,1.4990000000000001
Q4,3.75,1.4935
Q4,3.8333333333333335,1.488
Q4,3.9166666666666665,1.4825000000000002
Q4,4,1.4770000000000001
Q4,4.083333333333333,1.4720000000000002
Q4,4.166666666666667,1.4670000000000001
Q4,4.25,1.4620000000000002
Q4,4.333333333333333,1.4570000000000001
Q4,4.416666666666667,1.452
Q4,4.5,1.4470000000000001
Q4,4.583333333333333,1.4431666666666667
Q4,4.666666666666667,1.4393333333333334
Q4,4.75,1.4355
Q4,4.833333333333333,1.4316666666666666
Q4,4.916666666666667,1.4278333333333333
Q4,5,1.4239999999999999
Q4,5.083333333333333,1.4195
Q4,5.166666666666667,1.415
Q4,5.25,1.4104999999999999
Q4,5.333333333333333,1.4059999999999999
Q4,5.416666666666667,1.4015
Q4,5.5,1.397
Q4,5.583333333333333,1.3931666666666667
Q4,5.666666666666667,1.3893333333333333
Q4,5.75,1.3855000000000002
Q4,5.833333333333333,1.3816666666666668
Q4,5.916666666666667,1.3778333333333335
Q4,6,1.3740000000000001
Q4,6.083333333333333,1.3710000000000002
Q4,6.166666666666667,1.3680000000000001
Q4,6.25,1.3650000000000002
Q4,6.333333333333333,1.3620000000000001
Q4,6.416666666666667,1.3590000000000002
Q4,6.5,1.3560000000000001
Q4,6.583333333333333,1.3528333333333333
Q4,6.666666666666667,1.3496666666666668
Q4,6.75,1.3465
Q4,6.833333333333333,1.3433333333333333
Q4,6.916666666666667,1.3401666666666665
Q4,7,1.337
Q4,7.083333333333333,1.3343333333333334
Q4,7.166666666666667,1.3316666666666666
Q4,7.25,1.329
Q4,7.333333333333333,1.3263333333333334
Q4,7.416666666666667,1.3236666666666665
Q4,7.5,1.321
Q4,7.583333333333333,1.3193333333333332
Q4,7.666666666666667,1.3176666666666665
Q4,7.75,1.3160000000000001
Q4,7.833333333333333,1.3143333333333334
Q4,7.916666666666667,1.3126666666666666
Q4,8,1.3109999999999999
Q4,8.0833333333333339,1.3090000000000002
Q4,8.1666666666666661,1.3069999999999999
Q4,8.25,1.3049999999999999
Q4,8.3333333333333339,1.3029999999999999
Q4,8.4166666666666661,1.3010000000000002
Q4,8.5,1.2989999999999999
Q4,8.5833333333333339,1.2976666666666665
Q4,8.6666666666666661,1.2963333333333333
Q4,8.75,1.2949999999999999
Q4,8.8333333333333339,1.2936666666666665
Q4,8.9166666666666661,1.2923333333333333
Q4,9,1.2909999999999999
Q4,9.0833333333333339,1.2893333333333332
Q4,9.1666666666666661,1.2876666666666667
Q4,9.25,1.286
Q4,9.3333333333333339,1.2843333333333333
Q4,9.4166666666666661,1.2826666666666666
Q4,9.5,1.2809999999999999
Q4,9.5833333333333339,1.2796666666666667
Q4,9.6666666666666661,1.2783333333333333
Q4,9.75,1.2769999999999999
Q4,9.8333333333333339,1.2756666666666665
Q4,9.9166666666666661,1.2743333333333333
Q4,10,1.2729999999999999
Q4,10.083333333333334,1.2718333333333334
Q4,10.166666666666666,1.2706666666666666
Q4,10.25,1.2695000000000001
Q4,10.333333333333334,1.2683333333333335
Q4,10.416666666666666,1.2671666666666668
Q4,10.5,1.266
Q4,10.583333333333334,1.2650000000000001
Q4,10.666666666666666,1.264
Q4,10.75,1.2630000000000001
Q4,10.833333333333334,1.262
Q4,10.916666666666666,1.2609999999999999
Q4,11,1.26
Q4,11.083333333333334,1.2588333333333332
Q4,11.166666666666666,1.2576666666666667
Q4,11.25,1.2565
Q4,11.333333333333334,1.2553333333333332
Q4,11.416666666666666,1.2541666666666667
Q4,11.5,1.2529999999999999
Q4,11.583333333333334,1.2521666666666667
Q4,11.666666666666666,1.2513333333333332
Q4,11.75,1.2504999999999999
Q4,11.833333333333334,1.2496666666666667
Q4,11.916666666666666,1.2488333333333335
Q4,12,1.248
Q4,12.083333333333334,1.2473333333333332
Q4,12.166666666666666,1.2466666666666666
Q4,12.25,1.246
Q4,12.333333333333334,1.2453333333333334
Q4,12.416666666666666,1.2446666666666666
Q4,12.5,1.244
Q4,12.583333333333334,1.2433333333333332
Q4,12.666666666666666,1.2426666666666666
Q4,12.75,1.242
Q4,12.833333333333334,1.2413333333333334
Q4,12.916666666666666,1.2406666666666666
Q4,13,1.24
Q4,13.083333333333334,1.2393333333333332
Q4,13.166666666666666,1.2386666666666666
Q4,13.25,1.2379999999999998
Q4,13.333333333333334,1.2373333333333334
Q4,13.416666666666666,1.2366666666666666
Q4,13.5,1.236
Q4,13.583333333333334,1.2355
Q4,13.666666666666666,1.2349999999999999
Q4,13.75,1.2344999999999999
Q4,13.833333333333334,1.234
Q4,13.916666666666666,1.2335
Q4,14,1.2330000000000001
Q4,14.083333333333334,1.2323333333333333
Q4,14.166666666666666,1.2316666666666667
Q4,14.25,1.2310000000000001
Q4,14.333333333333334,1.2303333333333335
Q4,14.416666666666666,1.2296666666666667
Q4,14.5,1.2290000000000001
Q4,14.583333333333334,1.2285000000000001
Q4,14.666666666666666,1.2280000000000002
Q4,14.75,1.2275
Q4,14.833333333333334,1.2269999999999999
Q4,14.916666666666666,1.2264999999999999
Q4,15,1.226
Q4,15.083333333333334,1.2255
Q4,15.166666666666666,1.2250000000000001
Q4,15.25,1.2245000000000001
Q4,15.333333333333334,1.2240000000000002
Q4,15.416666666666666,1.2235
Q4,15.5,1.2230000000000001
Q4,15.583333333333334,1.2226666666666668
Q4,15.666666666666666,1.2223333333333335
Q4,15.75,1.2220000000000002
Q4,15.833333333333334,1.2216666666666667
Q4,15.916666666666666,1.2213333333333334
Q4,16,1.2210000000000001
Q4,16.083333333333332,1.2206666666666668
Q4,16.166666666666668,1.2203333333333333
Q4,16.25,1.22
Q4,16.333333333333332,1.2196666666666669
Q4,16.416666666666668,1.2193333333333334
Q4,16.5,1.2190000000000001
Q4,16.583333333333332,1.2188333333333334
Q4,16.666666666666668,1.2186666666666668
Q4,16.75,1.2185000000000001
Q4,16.833333333333332,1.2183333333333335
Q4,16.916666666666668,1.2181666666666666
Q4,17,1.218
Q4,17.083333333333332,1.2176666666666667
Q4,17.166666666666668,1.2173333333333334
Q4,17.25,1.2170000000000001
Q4,17.333333333333332,1.2166666666666668
Q4,17.416666666666668,1.2163333333333333
Q4,17.5,1.216
Q4,17.583333333333332,1.2156666666666667
Q4,17.666666666666668,1.2153333333333334
Q4,17.75,1.2150000000000001
Q4,17.833333333333332,1.2146666666666666
Q4,17.916666666666668,1.2143333333333333
Q4,18,1.214
Q4,18.083333333333332,1.2138333333333335
Q4,18.166666666666668,1.2136666666666667
Q4,18.25,1.2135
Q4,18.333333333333332,1.2133333333333334
Q4,18.416666666666668,1.2131666666666669
Q4,18.5,1.2130000000000001
Q4,18.583333333333332,1.2128333333333334
Q4,18.666666666666668,1.2126666666666668
Q4,18.75,1.2125000000000001
Q4,18.833333333333332,1.2123333333333335
Q4,18.916666666666668,1.2121666666666668
Q4,19,1.212
Q4,19.083333333333332,1.2118333333333333
Q4,19.166666666666668,1.2116666666666669
Q4,19.25,1.2115
Q4,19.333333333333332,1.2113333333333334
Q4,19.416666666666668,1.2111666666666667
Q4,19.5,1.2110000000000001
Q4,19.583333333333332,1.2108333333333334
Q4,19.666666666666668,1.2106666666666666
Q4,19.75,1.2105000000000001
Q4,19.833333333333332,1.2103333333333335
Q4,19.916666666666668,1.2101666666666666
Q4,20,1.21
Q4,20.083333333333332,1.2098333333333333
Q4,20.166666666666668,1.2096666666666667
Q4,20.25,1.2095000000000002
Q4,20.333333333333332,1.2093333333333334
Q4,20.416666666666668,1.2091666666666667
Q4,20.5,1.2090000000000001
Q4,20.583333333333332,1.2088333333333334
Q4,20.666666666666668,1.2086666666666668
Q4,20.75,1.2085000000000001
Q4,20.833333333333332,1.2083333333333335
Q4,20.916666666666668,1.2081666666666668
Q4,21,1.208
Q4,21.083333333333332,1.2078333333333333
Q4,21.166666666666668,1.2076666666666669
Q4,21.25,1.2075
Q4,21.333333333333332,1.2073333333333334
Q4,21.416666666666668,1.2071666666666667
Q4,21.5,1.2070000000000001
Q4,21.583333333333332,1.2068333333333334
Q4,21.666666666666668,1.2066666666666666
Q4,21.75,1.2064999999999999
Q4,21.833333333333332,1.2063333333333335
Q4,21.916666666666668,1.2061666666666666
Q4,22,1.206
Q4,22.083333333333332,1.206
Q4,22.166666666666668,1.206
Q4,22.25,1.206
Q4,22.333333333333332,1.206
Q4,22.416666666666668,1.206
Q4,22.5,1.206
Q4,22.583333333333332,1.2058333333333333
Q4,22.666666666666668,1.2056666666666667
Q4,22.75,1.2055
Q4,22.833333333333332,1.2053333333333334
Q4,22.916666666666668,1.2051666666666669
Q4,23,1.2050000000000001
Q4,23.083333333333332,1.2050000000000001
Q4,23.166666666666668,1.2050000000000001
Q4,23.25,1.2050000000000001
Q4,23.333333333333332,1.2050000000000001
Q4,23.416666666666668,1.2050000000000001
Q4,23.5,1.2050000000000001
