question,time_h,surface_radius_cm
Q4,13.666666666666666,1.2349999999999999
Q4,14,1.2330000000000001
Q4,14.333333333333334,1.2303333333333335
Q4,14.666666666666666,1.2280000000000002
Q4,15,1.226
Q4,15.333333333333334,1.2240000000000002
Q4,15.666666666666666,1.2223333333333335
Q4,16,1.2210000000000001
Q4,16.333333333333332,1.2196666666666669
Q4,16.666666666666668,1.2186666666666668
Q4,17,1.218
Q4,17.333333333333332,1.2166666666666668
Q4,17.666666666666668,1.2153333333333334
Q4,18,1.214
Q4,18.333333333333332,1.2133333333333334
Q4,18.666666666666668,1.2126666666666668
Q4,19,1.212
Q4,19.333333333333332,1.2113333333333334
Q4,19.666666666666668,1.2106666666666666
Q4,20,1.21
Q4,20.333333333333332,1.2093333333333334
Q4,20.666666666666668,1.2086666666666668
Q4,21,1.208
Q4,21.333333333333332,1.2073333333333334
Q4,21.666666666666668,1.2066666666666666
Q4,22,1.206
Q4,22.333333333333332,1.206
Q4,22.666666666666668,1.2056666666666667
Q4,23,1.2050000000000001
Q4,23.333333333333332,1.2050000000000001
Q4,23.666666666666668,1.2046666666666668
Q4,24,1.204
Q4,24.333333333333332,1.204
Q4,24.666666666666668,1.2036666666666669
Q4,25,1.2030000000000001
Q4,25.333333333333332,1.2030000000000001
Q4,25.666666666666668,1.2030000000000001
Q4,26,1.2030000000000001
Q4,26.333333333333332,1.2030000000000001
Q4,26.666666666666668,1.2026666666666666
Q4,27,1.202
Q4,27.333333333333332,1.202
Q4,27.666666666666668,1.202
Q4,28,1.202
Q4,28.333333333333332,1.202
Q4,28.666666666666668,1.202
Q4,29,1.202
Q4,29.333333333333332,1.2013333333333334
Q4,29.666666666666668,1.2010000000000001
Q4,30,1.2010000000000001
Q4,30.333333333333332,1.2010000000000001
Q4,30.666666666666668,1.2010000000000001
Q4,31,1.2010000000000001
Q4,31.333333333333332,1.2010000000000001
Q4,31.666666666666668,1.2010000000000001
Q4,32,1.2010000000000001
Q4,32.333333333333336,1.2010000000000001
Q4,32.666666666666664,1.2010000000000001
Q4,33,1.2010000000000001
Q4,33.333333333333336,1.2010000000000001
Q4,33.666666666666664,1.2010000000000001
Q4,34,1.2010000000000001
Q4,34.333333333333336,1.2010000000000001
Q4,34.666666666666664,1.2006666666666668
Q4,35,1.2
Q4,35.333333333333336,1.2
Q4,35.666666666666664,1.2
Q4,36,1.2
Q4,36.333333333333336,1.2
Q4,36.666666666666664,1.2
Q4,37,1.2
Q4,37.333333333333336,1.2
Q4,37.666666666666664,1.2
Q4,38,1.2
Q4,38.333333333333336,1.2
Q4,38.666666666666664,1.2
Q4,39,1.2
Q4,39.333333333333336,1.2
Q4,39.666666666666664,1.2
Q4,40,1.2
Q4,40.333333333333336,1.2
Q4,40.666666666666664,1.2
Q4,41,1.2
Q4,41.333333333333336,1.2
Q4,41.666666666666664,1.2
Q4,42,1.2
Q4,42.333333333333336,1.2
Q4,42.666666666666664,1.2
Q4,43,1.2
Q4,43.333333333333336,1.2
Q4,43.666666666666664,1.2
Q4,44,1.2
Q4,44.333333333333336,1.2
Q4,44.666666666666664,1.2
Q4,45,1.2
Q4,45.333333333333336,1.2
Q4,45.666666666666664,1.2
Q4,46,1.2
Q4,46.333333333333336,1.2
Q4,46.666666666666664,1.2
Q4,47,1.2
Q4,47.333333333333336,1.2
Q4,47.666666666666664,1.2
Q4,48,1.2
Q4,48.333333333333336,1.2
Q4,48.666666666666664,1.2
Q4,49,1.2
Q4,49.333333333333336,1.2
Q4,49.666666666666664,1.2
Q4,50,1.2
Q4,50.333333333333336,1.2
Q4,50.666666666666664,1.2
Q4,51,1.2
