case,time_h,Cmax,event_time_h
A,41,0.17407305500179099,57.474803807502695
A,41.083333333333336,0.17390199457094296,57.474803807502695
A,41.166666666666664,0.17373165713924774,57.474803807502695
A,41.25,0.17356203777525381,57.474803807502695
A,41.333333333333336,0.17339313156700845,57.474803807502695
A,41.416666666666664,0.17322493365309127,57.474803807502695
A,41.5,0.17305743923596961,57.474803807502695
A,41.583333333333336,0.17289064348907054,57.474803807502695
A,41.666666666666664,0.17272454180062133,57.474803807502695
A,41.75,0.17255912950835475,57.474803807502695
A,41.833333333333336,0.17239440196512076,57.474803807502695
A,41.916666666666664,0.1722303545707865,57.474803807502695
A,42,0.17206698278545951,57.474803807502695
A,42.083333333333336,0.1719042820396818,57.474803807502695
A,42.166666666666664,0.17174224796945078,57.474803807502695
A,42.25,0.17158087616408438,57.474803807502695
A,42.333333333333336,0.17142016222335069,57.474803807502695
A,42.416666666666664,0.17126010179093143,57.474803807502695
A,42.5,0.17110069056733426,57.474803807502695
A,42.583333333333336,0.17094192422329468,57.474803807502695
A,42.666666666666664,0.17078379862557638,57.474803807502695
A,42.75,0.17062630959881328,57.474803807502695
A,42.833333333333336,0.17046945297325108,57.474803807502695
A,42.916666666666664,0.17031322462029885,57.474803807502695
A,43,0.17015762046499344,57.474803807502695
A,43.083333333333336,0.17000263640265331,57.474803807502695
A,43.166666666666664,0.16984826851521406,57.474803807502695
A,43.25,0.16969451284756898,57.474803807502695
A,43.333333333333336,0.16954136544531229,57.474803807502695
A,43.416666666666664,0.16938882239275271,57.474803807502695
A,43.5,0.16923687982482913,57.474803807502695
A,43.583333333333336,0.16908553384702643,57.474803807502695
A,43.666666666666664,0.168934780742134,57.474803807502695
A,43.75,0.16878461676135642,57.474803807502695
A,43.833333333333336,0.16863503815169886,57.474803807502695
A,43.916666666666664,0.16848604119668781,57.474803807502695
A,44,0.16833762222766871,57.474803807502695
A,44.083333333333336,0.16818977754696585,57.474803807502695
A,44.166666666666664,0.16804250362506032,57.474803807502695
A,44.25,0.16789579690653483,57.474803807502695
A,44.333333333333336,0.16774965382695148,57.474803807502695
A,44.416666666666664,0.16760407085641696,57.474803807502695
A,44.5,0.16745904451021865,57.474803807502695
A,44.583333333333336,0.16731457127518762,57.474803807502695
A,44.666666666666664,0.16717064779738391,57.474803807502695
A,44.75,0.16702727070276593,57.474803807502695
A,44.833333333333336,0.16688443660358462,57.474803807502695
A,44.916666666666664,0.16674214214484206,57.474803807502695
A,45,0.16660038401424332,57.474803807502695
A,45.083333333333336,0.16645915887170229,57.474803807502695
A,45.166666666666664,0.16631846352769922,57.474803807502695
A,45.25,0.16617829477841878,57.474803807502695
A,45.333333333333336,0.16603864940183247,57.474803807502695
A,45.416666666666664,0.16589952420702231,57.474803807502695
