question,time_h,radius_cm,C,surface_radius_cm,value_origin
Q3,0,0.76000000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,0.78000000000000003,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,0.80000000000000004,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,0.82000000000000006,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,0.83999999999999997,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,0.85999999999999999,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,0.88,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,0.90000000000000002,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,0.92000000000000004,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,0.94000000000000006,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,0.95999999999999996,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,0.97999999999999998,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.02,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.04,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.0600000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.0800000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.1000000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.1200000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.1400000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.1599999999999999,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.1799999999999999,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.2,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.22,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.24,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.26,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.28,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.3,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.3200000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.3400000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.3600000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.3800000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.4000000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.4199999999999999,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.4399999999999999,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.46,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.48,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.5,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.52,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.54,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.5600000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.5800000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.6000000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.6200000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.6400000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.6600000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.6799999999999999,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.7,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.72,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.74,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.76,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.78,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.8,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.8200000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.8400000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.8600000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.8800000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.9000000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.9199999999999999,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.9399999999999999,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.96,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,1.98,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0,2,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.02,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.040000000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.059999999999999998,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.080000000000000002,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.10000000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.12,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.14000000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.16,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.17999999999999999,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.20000000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.22,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.23999999999999999,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.26000000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.28000000000000003,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.29999999999999999,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.32000000000000001,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.34000000000000002,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.35999999999999999,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.38,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.40000000000000002,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.41999999999999998,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.44,2.5499999999999998,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.46000000000000002,2.5500000000000003,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.47999999999999998,2.5500000000000003,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.5,2.5500000000000003,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.52000000000000002,2.5499999999999994,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.54000000000000004,2.5499999999999985,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.56000000000000005,2.5499999999999976,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.57999999999999996,2.5499999999999967,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.59999999999999998,2.5499999999999958,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.62,2.5499999999999474,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.64000000000000001,2.549999999999899,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.66000000000000003,2.5499999999998511,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.68000000000000005,2.5499999999998026,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.70000000000000007,2.5499999999997542,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.71999999999999997,2.5499999999976666,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.73999999999999999,2.5499999999955789,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.76000000000000001,2.5499999999934913,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.78000000000000003,2.5499999999914036,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.80000000000000004,2.5499999999893159,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.82000000000000006,2.5499999999207978,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.83999999999999997,2.5499999998522793,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.85999999999999999,2.5499999997837612,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.88,2.5499999997152427,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.90000000000000002,2.5499999996467246,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.92000000000000004,2.5499999979460211,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.94000000000000006,2.5499999962453175,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.95999999999999996,2.5499999945446143,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,0.97999999999999998,2.5499999928439108,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1,2.5499999911432072,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.02,2.5499999592166649,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.04,2.5499999272901226,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.0600000000000001,2.5499998953635807,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.0800000000000001,2.5499998634370384,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.1000000000000001,2.5499998315104961,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.1200000000000001,2.5499993779649741,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.1400000000000001,2.5499989244194521,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.1599999999999999,2.5499984708739296,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.1799999999999999,2.5499980173284076,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.2,2.5499975637828856,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.22,2.5499926825647754,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.24,2.5499878013466653,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.26,2.5499829201285555,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.28,2.5499780389104454,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.3,2.5499731576923352,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.3200000000000001,2.5499332879201972,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.3400000000000001,2.5498934181480597,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.3600000000000001,2.5498535483759217,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.3800000000000001,2.5498136786037842,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.4000000000000001,2.5497738088316462,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.4199999999999999,2.5495260136484643,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.4399999999999999,2.5492782184652825,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.46,2.5490304232821002,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.48,2.5487826280989183,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.5,2.5485348329157365,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.52,2.5473585022453644,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.54,2.5461821715749924,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.5600000000000001,2.5450058409046208,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.5800000000000001,2.5438295102342487,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.6000000000000001,2.5426531795638767,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.6200000000000001,2.5383629793227311,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.6400000000000001,2.5340727790815856,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.6600000000000001,2.52978257884044,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.6799999999999999,2.5254923785992944,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.7,2.5212021783581489,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.72,2.5090723417695067,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.74,2.4969425051808645,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.76,2.4848126685922223,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.78,2.4726828320035801,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.8,2.4605529954149379,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.8200000000000001,2.4336071046699006,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.8400000000000001,2.4066612139248629,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.8600000000000001,2.3797153231798256,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.8800000000000001,2.3527694324347883,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.9000000000000001,2.3258235416897506,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.9199999999999999,2.2779300715168485,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.9399999999999999,2.2300366013439459,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.96,2.1821431311710437,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,1.98,2.1342496609981412,2,linear_radial_interpolation_of_archived_outputs
Q3,0.083333333333333329,2,2.0863561908252386,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0,2.5499999999999612,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.02,2.5499999999999328,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.040000000000000001,2.5499999999999043,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.059999999999999998,2.5499999999998755,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.080000000000000002,2.5499999999998471,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.10000000000000001,2.5499999999998186,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.12,2.5499999999994336,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.14000000000000001,2.5499999999990486,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.16,2.549999999998664,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.17999999999999999,2.549999999998279,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.20000000000000001,2.549999999997894,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.22,2.5499999999933007,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.23999999999999999,2.5499999999887075,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.26000000000000001,2.5499999999841143,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.28000000000000003,2.5499999999795211,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.29999999999999999,2.5499999999749279,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.32000000000000001,2.5499999999247933,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.34000000000000002,2.5499999998746588,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.35999999999999999,2.5499999998245242,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.38,2.5499999997743896,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.40000000000000002,2.5499999997242551,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.41999999999999998,2.5499999992350237,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.44,2.549999998745792,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.46000000000000002,2.5499999982565607,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.47999999999999998,2.5499999977673289,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.5,2.5499999972780976,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.52000000000000002,2.5499999930579293,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.54000000000000004,2.5499999888377611,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.56000000000000005,2.5499999846175925,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.57999999999999996,2.5499999803974243,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.59999999999999998,2.549999976177256,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.62,2.5499999441908723,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.64000000000000001,2.5499999122044885,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.66000000000000003,2.5499998802181043,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.68000000000000005,2.5499998482317205,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.70000000000000007,2.5499998162453368,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.71999999999999997,2.5499996039592543,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.73999999999999999,2.5499993916731718,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.76000000000000001,2.5499991793870898,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.78000000000000003,2.5499989671010073,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.80000000000000004,2.5499987548149248,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.82000000000000006,2.5499975236401999,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.83999999999999997,2.5499962924654747,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.85999999999999999,2.5499950612907498,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.88,2.5499938301160245,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.90000000000000002,2.5499925989412997,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.92000000000000004,2.549986366376487,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.94000000000000006,2.5499801338116743,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.95999999999999996,2.5499739012468612,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,0.97999999999999998,2.5499676686820485,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1,2.5499614361172358,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.02,2.5499339102226282,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.04,2.5499063843280201,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.0600000000000001,2.5498788584334124,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.0800000000000001,2.5498513325388044,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.1000000000000001,2.5498238066441967,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.1200000000000001,2.5497177494236567,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.1400000000000001,2.5496116922031167,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.1599999999999999,2.5495056349825762,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.1799999999999999,2.5493995777620362,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.2,2.5492935205414962,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.22,2.5489368515542012,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.24,2.5485801825669059,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.26,2.548223513579611,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.28,2.5478668445923156,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.3,2.5475101756050207,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.3200000000000001,2.5464622054972894,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.3400000000000001,2.5454142353895581,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.3600000000000001,2.5443662652818269,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.3800000000000001,2.5433182951740956,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.4000000000000001,2.5422703250663643,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.4199999999999999,2.5395755948376184,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.4399999999999999,2.536880864608873,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.46,2.5341861343801271,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.48,2.5314914041513816,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.5,2.5287966739226357,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.52,2.5227170989241698,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.54,2.5166375239257039,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.5600000000000001,2.5105579489272385,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.5800000000000001,2.5044783739287726,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.6000000000000001,2.4983987989303067,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.6200000000000001,2.4863203551202795,2,linear_radial_interpolation_of_archived_outputs
Q3,0.16666666666666666,1.6400000000000001,2.4742419113102523,2,linear_radial_interpolation_of_archived_outputs
